"county","state","party","procent_wiek_średni","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Adams,Idaho,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Shackelford,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Freestone,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bremer,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Elbert,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Grenada,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Breckinridge,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Montgomery,New York,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Graham,Arizona,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Judith Basin,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Johnston,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hocking,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Barnwell,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Union,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Iowa,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crockett,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ouachita,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Elk,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Randolph,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Panola,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cass,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Rutherford,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marion,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Imperial,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marengo,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carbon,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Marion,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pulaski,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Coffee,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hardee,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Las Animas,Colorado,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Metcalfe,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Goliad,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Guernsey,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Newton,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fountain,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Grayson,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Andrews,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greenbrier,West Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
West Carroll,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Northampton,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tuolumne,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cerro Gordo,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Volusia,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cedar,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hall,Nebraska,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Yadkin,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bonner,Idaho,Republican,"58 - 60 %",3893375,1958601,Republikanie
Harrison,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Butler,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mason,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Madera,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lea,New Mexico,Republican,"58 - 60 %",3893375,1958601,Republikanie
Waynesboro,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Weber,Utah,Republican,"58 - 60 %",3893375,1958601,Republikanie
Covington,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Humphreys,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Venango,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Musselshell,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wayne,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Page,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greene,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Box Butte,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Logan,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Emmet,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lafayette,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Surry,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Nevada,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mariposa,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marshall,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clark,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Vermilion,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bradford,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Covington,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Broadwater,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pike,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Broadwater,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hawkins,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
White,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Crawford,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Page,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cleburne,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bremer,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bryan,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Alcorn,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Scott,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Burleson,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Mercer,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fulton,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Union,South Dakota,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Decatur,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Carter,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clarke,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Martin,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Conway,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Somervell,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Madison,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Vance,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Arkansas,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Polk,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Union,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sutton,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Anderson,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Macon,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Dickinson,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Barron,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lampasas,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clay,West Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
McKinley,New Mexico,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hopewell,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Decatur,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
McMinn,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Nez Perce,Idaho,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Dallam,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tunica,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Newaygo,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Socorro,New Mexico,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ouachita,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ben Hill,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Audrain,Missouri,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Shawano,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Brooks,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Muskogee,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wayne,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Thomas,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Kootenai,Idaho,Republican,"58 - 60 %",3893375,1958601,Republikanie
Howard,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Shoshone,Idaho,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Butler,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jeff Davis,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Giles,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bladen,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Warrick,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bonner,Idaho,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ouray,Colorado,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hardin,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Inyo,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wheeler,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Boone,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Perry,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crockett,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Monroe,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Yates,New York,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Sharkey,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Frontier,Nebraska,Democrat,"58 - 60 %",3893375,1958601,Republikanie
McDuffie,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Auglaize,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crawford,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Placer,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Polk,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Poquoson,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cameron,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jefferson,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Covington,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Yadkin,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Frontier,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hughes,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Christian,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Richland,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ashland,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Orange,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Evans,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stewart,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Crenshaw,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hart,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Henderson,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Henry,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lewis,Washington,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clarendon,South Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shenandoah,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Union,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Brown,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Monroe,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Martin,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Adams,Idaho,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cameron,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Winston,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Oconee,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Nassau,Florida,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Tishomingo,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Colleton,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clearwater,Idaho,Republican,"58 - 60 %",3893375,1958601,Republikanie
Archuleta,Colorado,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hill,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Laurens,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Emanuel,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Noxubee,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Warren,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wayne,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Chickasaw,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jasper,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Iron,Utah,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Adams,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
LeFlore,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Calhoun,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Preble,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Spalding,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Charlotte,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
St. Landry,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shelby,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mitchell,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Chenango,New York,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hill,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Oldham,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Colquitt,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sioux,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Adams,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cass,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Oneida,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Mitchell,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bedford,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Fayette,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Winston,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fresno,California,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Washington,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Newaygo,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Miami,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Union,Louisiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carter,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Switzerland,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Polk,Oregon,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pinellas,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Merced,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Coshocton,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bacon,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Lancaster,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
St. Joseph,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
Unicoi,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cherokee,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Hall,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Grayson,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Montgomery,New York,Republican,"58 - 60 %",3893375,1958601,Republikanie
Crane,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Macon,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Orange,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cumberland,Virginia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Knox,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Chelan,Washington,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pulaski,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Grenada,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Logan,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Humphreys,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cass,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Spencer,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Gallia,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Halifax,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Scott,Tennessee,Republican,"58 - 60 %",3893375,1958601,Republikanie
Miami,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Grady,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Decatur,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Garvin,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Powder River,Montana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Parmer,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Judith Basin,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Eddy,New Mexico,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Alpena,Michigan,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Calhoun,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clinton,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Pittsburg,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cocke,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Comal,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pierce,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Polk,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Clay,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Noble,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sequoyah,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jeff Davis,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clarke,Alabama,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pittsburg,Oklahoma,Republican,"58 - 60 %",3893375,1958601,Republikanie
Hall,Nebraska,Republican,"58 - 60 %",3893375,1958601,Republikanie
Custer,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Boone,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bourbon,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Coahoma,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Overton,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Benton,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stillwater,Montana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Davison,South Dakota,Republican,"58 - 60 %",3893375,1958601,Republikanie
Atoka,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Erie,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clay,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clarke,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jones,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Elk,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ochiltree,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Thomas,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Daviess,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Tyler,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Bandera,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Alpine,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greenbrier,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Russell,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Shenandoah,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cumberland,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Logan,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Newton,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Alexander,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Bladen,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
West Carroll,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Otero,New Mexico,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wexford,Michigan,Republican,"58 - 60 %",3893375,1958601,Republikanie
De Witt,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Kent,Maryland,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Warren,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Saluda,South Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Union,Iowa,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Shawano,Wisconsin,Republican,"58 - 60 %",3893375,1958601,Republikanie
Trumbull,Ohio,Republican,"58 - 60 %",3893375,1958601,Republikanie
Union,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lincoln,Kentucky,Republican,"58 - 60 %",3893375,1958601,Republikanie
Morgan,Ohio,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Garfield,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Pearl River,Mississippi,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Vermilion,Louisiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Morgan,Georgia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Greene,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Creek,Oklahoma,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Wilkes,North Carolina,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Carroll,Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Stoddard,Missouri,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lawrence,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jefferson,Pennsylvania,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Ballard,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Rhea,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Graves,Kentucky,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Polk,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Franklin,Indiana,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Box Butte,Nebraska,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cooke,Texas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Cowlitz,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sanborn,South Dakota,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marshall,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Kewaunee,Wisconsin,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Little River,Arkansas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Fulton,Pennsylvania,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ben Hill,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marion,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sherman,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Jackson,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Sullivan,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Jackson,West Virginia,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lipscomb,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wharton,Texas,Republican,"58 - 60 %",3893375,1958601,Republikanie
Conway,Arkansas,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Benton,Iowa,Republican,"58 - 60 %",3893375,1958601,Republikanie
DeKalb,Alabama,Republican,"58 - 60 %",3893375,1958601,Republikanie
Carteret,North Carolina,Republican,"58 - 60 %",3893375,1958601,Republikanie
Lake,California,Republican,"58 - 60 %",3893375,1958601,Republikanie
Ferry,Washington,Republican,"58 - 60 %",3893375,1958601,Republikanie
Laurens,Georgia,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Clark,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
Cass,Indiana,Republican,"58 - 60 %",3893375,1958601,Republikanie
Chickasaw,Mississippi,Republican,"58 - 60 %",3893375,1958601,Republikanie
Wabash,Illinois,Democrat,"58 - 60 %",3893375,1958601,Republikanie
St. Johns,Florida,Republican,"58 - 60 %",3893375,1958601,Republikanie
Scott,Tennessee,Democrat,"58 - 60 %",3893375,1958601,Republikanie
Marshall,Illinois,Republican,"58 - 60 %",3893375,1958601,Republikanie
