"county","state","party","procent_wiek_średni","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Baxter,Arkansas,Democrat,"0 - 55 %",858958,347286,Republikanie
Hutchinson,South Dakota,Democrat,"0 - 55 %",858958,347286,Republikanie
Cimarron,Oklahoma,Republican,"0 - 55 %",858958,347286,Republikanie
Catron,New Mexico,Republican,"0 - 55 %",858958,347286,Republikanie
Bear Lake,Idaho,Democrat,"0 - 55 %",858958,347286,Republikanie
Highlands,Florida,Democrat,"0 - 55 %",858958,347286,Republikanie
Antelope,Nebraska,Republican,"0 - 55 %",858958,347286,Republikanie
Hall,Texas,Republican,"0 - 55 %",858958,347286,Republikanie
Cumberland,Tennessee,Republican,"0 - 55 %",858958,347286,Republikanie
Otoe,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Wilkes,Georgia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Humboldt,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Massac,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Marquette,Wisconsin,Republican,"55 - 58 %",1978266,1095313,Republikanie
Utah,Utah,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Lynn,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Colfax,Nebraska,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Douglas,Nevada,Republican,"55 - 58 %",1978266,1095313,Republikanie
Clayton,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Schoolcraft,Michigan,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Highland,Virginia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Pickett,Tennessee,Republican,"55 - 58 %",1978266,1095313,Republikanie
Power,Idaho,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Linn,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Patrick,Virginia,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Callahan,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Cass,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Osceola,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Jones,South Dakota,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Oregon,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Donley,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Modoc,California,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Morrow,Oregon,Republican,"55 - 58 %",1978266,1095313,Republikanie
Hamilton,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Hill,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Mineral,Nevada,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Hidalgo,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Spink,South Dakota,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Shelby,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Sawyer,Wisconsin,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Macon,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Beaver,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Grant,West Virginia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Moody,South Dakota,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Mecklenburg,Virginia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Gilmer,Georgia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Sterling,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Yoakum,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Martin,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Oscoda,Michigan,Republican,"55 - 58 %",1978266,1095313,Republikanie
Wasco,Oregon,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Wallowa,Oregon,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Roosevelt,Montana,Republican,"55 - 58 %",1978266,1095313,Republikanie
Leake,Mississippi,Republican,"55 - 58 %",1978266,1095313,Republikanie
Burnett,Wisconsin,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Van Buren,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Crook,Oregon,Republican,"55 - 58 %",1978266,1095313,Republikanie
Carson,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Saunders,Nebraska,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Young,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Ripley,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Iron,Michigan,Republican,"55 - 58 %",1978266,1095313,Republikanie
Fannin,Georgia,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Young,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Haskell,Oklahoma,Republican,"55 - 58 %",1978266,1095313,Republikanie
Van Buren,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Camp,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Utah,Utah,Republican,"55 - 58 %",1978266,1095313,Republikanie
Chase,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Duval,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Bienville,Louisiana,Republican,"55 - 58 %",1978266,1095313,Republikanie
Mercer,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Beaufort,North Carolina,Republican,"55 - 58 %",1978266,1095313,Republikanie
Candler,Georgia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Dickinson,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Huron,Michigan,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Lincoln,Montana,Republican,"55 - 58 %",1978266,1095313,Republikanie
Lake,Montana,Republican,"55 - 58 %",1978266,1095313,Republikanie
Hardeman,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Owyhee,Idaho,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Dent,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Candler,Georgia,Democrat,"55 - 58 %",1978266,1095313,Republikanie
McCormick,South Carolina,Republican,"55 - 58 %",1978266,1095313,Republikanie
Kossuth,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Ravalli,Montana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Howard,Arkansas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Baker,Oregon,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Clark,Idaho,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Bienville,Louisiana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Marion,Arkansas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Mercer,Ohio,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Chouteau,Montana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Dallas,Arkansas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Grundy,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
McIntosh,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Lyman,South Dakota,Republican,"55 - 58 %",1978266,1095313,Republikanie
Van Buren,Arkansas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Holt,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Phelps,Nebraska,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Mecklenburg,Virginia,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Gem,Idaho,Republican,"55 - 58 %",1978266,1095313,Republikanie
Gooding,Idaho,Republican,"55 - 58 %",1978266,1095313,Republikanie
White,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Calhoun,Illinois,Republican,"55 - 58 %",1978266,1095313,Republikanie
Ottawa,Oklahoma,Republican,"55 - 58 %",1978266,1095313,Republikanie
Thomas,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Marshall,Oklahoma,Republican,"55 - 58 %",1978266,1095313,Republikanie
Dimmit,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Cochise,Arizona,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Navajo,Arizona,Republican,"55 - 58 %",1978266,1095313,Republikanie
Fremont,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Lyon,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Pinal,Arizona,Republican,"55 - 58 %",1978266,1095313,Republikanie
Benewah,Idaho,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Benewah,Idaho,Republican,"55 - 58 %",1978266,1095313,Republikanie
Schuyler,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Murray,Oklahoma,Republican,"55 - 58 %",1978266,1095313,Republikanie
Apache,Arizona,Democrat,"55 - 58 %",1978266,1095313,Republikanie
White,Illinois,Republican,"55 - 58 %",1978266,1095313,Republikanie
Trigg,Kentucky,Republican,"55 - 58 %",1978266,1095313,Republikanie
Pamlico,North Carolina,Republican,"55 - 58 %",1978266,1095313,Republikanie
Washakie,Wyoming,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Loudon,Tennessee,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Wayne,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Meagher,Montana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Calhoun,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Uintah,Utah,Republican,"55 - 58 %",1978266,1095313,Republikanie
Ripley,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Jay,Indiana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Wasco,Oregon,Republican,"55 - 58 %",1978266,1095313,Republikanie
Delta,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Sierra,California,Republican,"55 - 58 %",1978266,1095313,Republikanie
Minidoka,Idaho,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Edwards,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Van Zandt,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Idaho County,Idaho,Republican,"55 - 58 %",1978266,1095313,Republikanie
San Jacinto,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Morris,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Cumberland,Kentucky,Republican,"55 - 58 %",1978266,1095313,Republikanie
Roberts,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Nevada,Arkansas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Canyon,Idaho,Republican,"55 - 58 %",1978266,1095313,Republikanie
Tooele,Utah,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Washington,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Sioux,Nebraska,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Kearney,Nebraska,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Floyd,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Runnels,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Turner,Georgia,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Wright,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Oceana,Michigan,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Camas,Idaho,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Douglas,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Montague,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Coos,Oregon,Republican,"55 - 58 %",1978266,1095313,Republikanie
Jackson,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Lee,Florida,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Martinsville,Virginia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Kimball,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Lyon,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Darke,Ohio,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Sterling,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Barry,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Adair,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Calhoun,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Clay,Tennessee,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Alleghany,North Carolina,Republican,"55 - 58 %",1978266,1095313,Republikanie
Washburn,Wisconsin,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Polk,Nebraska,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Clay,Tennessee,Republican,"55 - 58 %",1978266,1095313,Republikanie
Blaine,Montana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Tillman,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Starr,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Hancock,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Clark,South Dakota,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Hayes,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Kingfisher,Oklahoma,Republican,"55 - 58 %",1978266,1095313,Republikanie
Gladwin,Michigan,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Loup,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Major,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Transylvania,North Carolina,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Upton,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Marshall,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Rusk,Wisconsin,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Moultrie,Illinois,Republican,"55 - 58 %",1978266,1095313,Republikanie
Lyon,Nevada,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Delaware,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Stevens,Washington,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Douglas,Nevada,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Colonial Heights,Virginia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Montmorency,Michigan,Republican,"55 - 58 %",1978266,1095313,Republikanie
Randolph,Arkansas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Monroe,Ohio,Republican,"55 - 58 %",1978266,1095313,Republikanie
Holt,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Carroll,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Chatham,North Carolina,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Yuma,Colorado,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Hancock,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Fayette,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Wallowa,Oregon,Republican,"55 - 58 %",1978266,1095313,Republikanie
Tensas,Louisiana,Republican,"55 - 58 %",1978266,1095313,Republikanie
Sac,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
McLean,Kentucky,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Henry,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Chouteau,Montana,Republican,"55 - 58 %",1978266,1095313,Republikanie
Ford,Illinois,Republican,"55 - 58 %",1978266,1095313,Republikanie
Cass,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Bingham,Idaho,Republican,"55 - 58 %",1978266,1095313,Republikanie
Mercer,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Modoc,California,Republican,"55 - 58 %",1978266,1095313,Republikanie
Refugio,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Wright,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Putnam,Georgia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Osceola,Michigan,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Accomack,Virginia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Hood,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Davis,Utah,Republican,"55 - 58 %",1978266,1095313,Republikanie
Pacific,Washington,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Scotts Bluff,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Lawrence,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Gasconade,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Monroe,Ohio,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Worcester,Maryland,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Rabun,Georgia,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Barton,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Boundary,Idaho,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Box Elder,Utah,Republican,"55 - 58 %",1978266,1095313,Republikanie
Okanogan,Washington,Republican,"55 - 58 %",1978266,1095313,Republikanie
Hansford,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Treasure,Montana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Red River,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Boone,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Manatee,Florida,Republican,"55 - 58 %",1978266,1095313,Republikanie
Pike,Mississippi,Republican,"55 - 58 %",1978266,1095313,Republikanie
Floyd,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Cheyenne,Colorado,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Turner,Georgia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Potter,Pennsylvania,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Phillips,Colorado,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Upton,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Valley,Montana,Republican,"55 - 58 %",1978266,1095313,Republikanie
Ottawa,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Huron,Michigan,Republican,"55 - 58 %",1978266,1095313,Republikanie
Quay,New Mexico,Republican,"55 - 58 %",1978266,1095313,Republikanie
Door,Wisconsin,Republican,"55 - 58 %",1978266,1095313,Republikanie
Donley,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Lyon,Nevada,Republican,"55 - 58 %",1978266,1095313,Republikanie
Cotton,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Greene,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Montgomery,Arkansas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Brunswick,North Carolina,Republican,"55 - 58 %",1978266,1095313,Republikanie
Refugio,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Colorado,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Sussex,Delaware,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Clark,South Dakota,Republican,"55 - 58 %",1978266,1095313,Republikanie
Hardin,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Howard,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Moore,North Carolina,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Zapata,Texas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Harper,Oklahoma,Republican,"55 - 58 %",1978266,1095313,Republikanie
Galax,Virginia,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Tripp,South Dakota,Republican,"55 - 58 %",1978266,1095313,Republikanie
Sherman,Oregon,Republican,"55 - 58 %",1978266,1095313,Republikanie
Harmon,Oklahoma,Republican,"55 - 58 %",1978266,1095313,Republikanie
Carson,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Kane,Utah,Republican,"55 - 58 %",1978266,1095313,Republikanie
Antrim,Michigan,Republican,"55 - 58 %",1978266,1095313,Republikanie
Howard,Arkansas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Antrim,Michigan,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Nelson,Virginia,Republican,"55 - 58 %",1978266,1095313,Republikanie
Nance,Nebraska,Republican,"55 - 58 %",1978266,1095313,Republikanie
Siskiyou,California,Republican,"55 - 58 %",1978266,1095313,Republikanie
Lawrence,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Putnam,Missouri,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Dickinson,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Ellis,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Kiowa,Oklahoma,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Attala,Mississippi,Republican,"55 - 58 %",1978266,1095313,Republikanie
Calhoun,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Audubon,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Stephenson,Illinois,Republican,"55 - 58 %",1978266,1095313,Republikanie
Sac,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Benton,Tennessee,Republican,"55 - 58 %",1978266,1095313,Republikanie
Decatur,Tennessee,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Van Buren,Arkansas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Garland,Arkansas,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Benzie,Michigan,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Garfield,Utah,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Stark,Illinois,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Newton,Arkansas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Nolan,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Sanders,Montana,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Cass,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Iron,Wisconsin,Republican,"55 - 58 %",1978266,1095313,Republikanie
Titus,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
Buchanan,Iowa,Republican,"55 - 58 %",1978266,1095313,Republikanie
Grundy,Missouri,Republican,"55 - 58 %",1978266,1095313,Republikanie
Adair,Iowa,Democrat,"55 - 58 %",1978266,1095313,Republikanie
Power,Idaho,Republican,"55 - 58 %",1978266,1095313,Republikanie
San Saba,Texas,Republican,"55 - 58 %",1978266,1095313,Republikanie
