"state","county","party","osoby_18_do_65_hr","liczba_glosow"
Virginia,Accomack,Republican,57.8,4279
Montana,Fallon,Republican,58.4,862
Kentucky,Christian,Republican,61.2,1858
Texas,Deaf Smith,Republican,56.2,1891
Arkansas,Madison,Republican,59.0,1716
Illinois,Washington,Republican,60.9,3165
South Dakota,Minnehaha,Republican,62.7,8505
Maryland,Wicomico,Republican,63.7,10456
Texas,Val Verde,Republican,57.3,2466
New Jersey,Gloucester,Republican,63.0,14804
South Dakota,Todd,Republican,52.3,170
North Carolina,Surry,Republican,58.9,9296
Michigan,Isabella,Republican,71.6,5899
Washington,San Juan,Republican,56.5,1300
Louisiana,St. James,Republican,61.1,613
Texas,Parmer,Republican,58.2,1204
Virginia,Middlesex,Republican,55.4,1894
Illinois,Wayne,Republican,57.7,3980
Arkansas,Union,Republican,59.5,3262
West Virginia,Greenbrier,Republican,59.2,3599
Mississippi,DeSoto,Republican,61.5,25804
Georgia,Crawford,Republican,61.9,1773
Arkansas,Clark,Republican,64.7,2597
Alabama,Lee,Republican,68.1,20509
Illinois,Knox,Republican,60.4,6471
New Jersey,Hunterdon,Republican,63.1,16399
Michigan,Emmet,Republican,59.7,6042
Utah,Salt Lake,Republican,62.1,46723
Montana,Yellowstone,Republican,61.1,22429
Texas,Delta,Republican,56.0,1220
Louisiana,Winn,Republican,62.0,883
Montana,Lewis and Clark,Republican,62.0,7823
Texas,Bosque,Republican,54.3,4070
Missouri,St. Charles,Republican,62.5,72117
Virginia,Buena Vista,Republican,60.6,594
Oregon,Crook,Republican,56.4,4186
Kentucky,Campbell,Republican,64.2,3664
South Dakota,Oglala Lakota,Republican,55.1,76
Michigan,Genesee,Republican,60.9,37940
Montana,Missoula,Republican,67.0,9364
Texas,Kent,Republican,51.6,226
Ohio,Clermont,Republican,61.8,41991
Virginia,Lynchburg,Republican,66.0,10177
Virginia,Amelia,Republican,60.7,2179
Arkansas,Yell,Republican,57.8,2374
Montana,Wheatland,Republican,53.0,442
Michigan,Delta,Republican,58.3,4664
Washington,Douglas,Republican,57.9,3628
Virginia,Appomattox,Republican,59.0,2383
Arizona,Navajo,Republican,56.2,7480
Indiana,Vanderburgh,Republican,62.8,26001
Texas,Briscoe,Republican,54.3,427
Oklahoma,Kingfisher,Republican,57.8,2761
West Virginia,Hardy,Republican,59.9,1305
Virginia,Page,Republican,59.9,2674
Texas,Maverick,Republican,56.7,423
California,Lake,Republican,59.0,2729
Ohio,Brown,Republican,59.8,9024
West Virginia,Brooke,Republican,60.7,2288
New York,Ulster,Republican,64.1,9327
New York,Schoharie,Republican,62.5,2601
Missouri,Livingston,Republican,59.6,2487
Georgia,Columbia,Republican,62.2,26228
Nebraska,Washington,Republican,60.2,3235
Indiana,Johnson,Republican,60.8,31266
Mississippi,Jefferson,Republican,62.9,236
Alabama,Henry,Republican,58.0,3713
Arizona,Greenlee,Republican,60.3,543
Tennessee,Loudon,Republican,55.7,10156
Missouri,Boone,Republican,69.0,24951
Indiana,DeKalb,Republican,60.5,8575
Texas,Hudspeth,Republican,58.3,184
Missouri,Vernon,Republican,57.8,3043
Alabama,Randolph,Republican,58.4,4437
Texas,Eastland,Republican,57.5,3794
Arkansas,Prairie,Republican,57.8,1077
Oklahoma,McClain,Republican,59.5,6039
Utah,Daggett,Republican,55.8,94
Virginia,Botetourt,Republican,60.0,6086
California,Plumas,Republican,58.1,3042
Tennessee,Gibson,Republican,58.1,6783
North Carolina,Rutherford,Republican,59.1,8228
Florida,Walton,Republican,61.1,12478
Alabama,Perry,Republican,59.7,365
Georgia,Wilkes,Republican,56.9,1488
Tennessee,Stewart,Republican,59.6,1890
Idaho,Fremont,Republican,55.6,2682
Michigan,Washtenaw,Republican,68.3,35524
Texas,Kerr,Republican,53.8,11907
Tennessee,Davidson,Republican,67.4,53850
Missouri,Cape Girardeau,Republican,63.1,15408
South Dakota,Buffalo,Republican,52.3,48
South Carolina,Allendale,Republican,64.2,361
Virginia,Norton,Republican,62.3,373
Missouri,New Madrid,Republican,58.6,2453
South Dakota,McPherson,Republican,49.6,504
New Jersey,Cape May,Republican,58.3,10518
Georgia,Lee,Republican,62.5,5885
Arizona,Pinal,Republican,57.6,17828
Texas,Burleson,Republican,58.1,3165
Alabama,Chambers,Republican,60.3,4441
Tennessee,Sevier,Republican,61.2,16060
Maryland,Prince George's,Republican,66.1,12289
Louisiana,Allen,Republican,64.2,1029
Indiana,Adams,Republican,54.3,6676
Delaware,Kent,Republican,60.8,12287
North Carolina,Guilford,Republican,63.4,52022
South Dakota,Day,Republican,53.6,343
South Dakota,Hanson,Republican,53.4,411
North Carolina,Clay,Republican,54.0,2457
Maryland,Baltimore City,Republican,66.5,8382
Tennessee,Union,Republican,60.4,2385
Missouri,Crawford,Republican,58.7,4018
Florida,Alachua,Republican,69.4,23335
Tennessee,Henderson,Republican,59.9,3876
New York,Oswego,Republican,63.9,11221
Texas,Bandera,Republican,58.0,5073
South Carolina,Chester,Republican,60.3,3329
Texas,Trinity,Republican,55.1,3340
Montana,Lincoln,Republican,56.8,3446
Texas,Howard,Republican,65.8,3657
Texas,Colorado,Republican,56.4,3701
Kentucky,Perry,Republican,63.1,842
Illinois,Effingham,Republican,59.5,7743
Texas,Presidio,Republican,53.0,97
Texas,Karnes,Republican,64.3,1186
Kentucky,Barren,Republican,59.5,2262
Nebraska,Dawson,Republican,57.1,2689
Texas,Hemphill,Republican,55.9,1178
Alabama,Elmore,Republican,63.0,17412
Michigan,Chippewa,Republican,64.8,4610
Missouri,Howell,Republican,57.3,8218
Iowa,Hamilton,Republican,57.6,955
Arkansas,Calhoun,Republican,62.1,405
Texas,Liberty,Republican,62.2,11315
Illinois,Menard,Republican,59.5,2729
South Carolina,Lee,Republican,63.2,1566
Montana,Broadwater,Republican,58.5,1198
Indiana,Newton,Republican,60.1,2745
Oklahoma,Beaver,Republican,57.5,1127
Georgia,Baker,Republican,61.6,424
Washington,King,Republican,66.8,87575
Indiana,Steuben,Republican,61.7,7087
Virginia,Nelson,Republican,57.5,1668
Georgia,DeKalb,Republican,65.9,43512
Missouri,Andrew,Republican,59.6,3372
Louisiana,Red River,Republican,58.7,585
Indiana,Ripley,Republican,58.8,5777
Wisconsin,Waupaca,Republican,59.3,10748
Wisconsin,Langlade,Republican,57.9,4607
North Carolina,Pamlico,Republican,57.5,1911
Nebraska,Grant,Republican,59.8,213
Missouri,Camden,Republican,56.7,9771
Mississippi,Stone,Republican,63.3,3109
Pennsylvania,Bucks,Republican,61.9,88772
Georgia,Oglethorpe,Republican,60.4,2745
Tennessee,Greene,Republican,60.0,10732
Iowa,Mills,Republican,60.0,1121
Texas,Stephens,Republican,58.6,2459
Indiana,Pike,Republican,59.1,2592
Montana,Stillwater,Republican,58.3,1996
Idaho,Franklin,Republican,52.4,2236
Oklahoma,Jackson,Republican,60.6,2340
Virginia,Portsmouth,Republican,62.7,6759
Kentucky,Franklin,Republican,62.8,2034
New York,Erie,Republican,62.8,57280
Nebraska,Cheyenne,Republican,59.7,1505
Virginia,Cumberland,Republican,59.7,1378
Illinois,Randolph,Republican,63.3,4014
Illinois,Warren,Republican,60.0,2926
Nebraska,Dodge,Republican,57.5,3792
Illinois,Perry,Republican,63.3,3075
South Dakota,Lyman,Republican,56.1,580
Pennsylvania,Indiana,Republican,64.6,11817
Virginia,Suffolk,Republican,62.1,9367
Iowa,Page,Republican,58.6,872
Mississippi,Monroe,Republican,59.4,5024
Oregon,Harney,Republican,57.2,1745
Ohio,Montgomery,Republican,60.9,87012
Iowa,Plymouth,Republican,57.3,1886
Indiana,Jennings,Republican,61.0,5052
Illinois,Bond,Republican,64.1,2603
North Carolina,Lee,Republican,59.7,5539
Florida,Escambia,Republican,63.5,48021
Illinois,Edwards,Republican,57.8,1823
Indiana,Warren,Republican,58.8,2018
Missouri,Platte,Republican,63.1,14480
Virginia,King William,Republican,62.1,2671
Virginia,Bristol,Republican,60.1,2225
Georgia,Carroll,Republican,63.3,17778
Maryland,Baltimore,Republican,62.6,60748
Tennessee,Fayette,Republican,60.4,7160
New Mexico,Taos,Republican,58.6,660
Tennessee,Lewis,Republican,59.1,1566
Texas,Hartley,Republican,64.3,1066
South Dakota,Bon Homme,Republican,60.6,508
Illinois,Richland,Republican,58.0,2911
Tennessee,Hickman,Republican,62.6,2771
Montana,Musselshell,Republican,58.9,1199
Texas,Coke,Republican,53.4,814
Mississippi,Grenada,Republican,59.7,3030
Georgia,Appling,Republican,59.0,3053
Texas,Yoakum,Republican,55.8,1455
North Carolina,Washington,Republican,57.6,694
New Mexico,Rio Arriba,Republican,59.2,645
Illinois,Cumberland,Republican,59.6,2548
Michigan,Keweenaw,Republican,52.0,415
South Dakota,Spink,Republican,56.4,447
North Carolina,Franklin,Republican,61.8,7206
Texas,Titus,Republican,57.6,4143
Louisiana,Tensas,Republican,55.4,262
Louisiana,Franklin,Republican,57.6,1366
Kentucky,Nicholas,Republican,60.1,143
Illinois,Montgomery,Republican,61.1,5025
Idaho,Elmore,Republican,61.8,2731
Georgia,Catoosa,Republican,60.4,10964
Missouri,Jefferson,Republican,62.7,33902
Arkansas,Lawrence,Republican,58.1,1211
North Carolina,Chowan,Republican,56.5,1557
Texas,Mason,Republican,52.5,1245
South Carolina,Clarendon,Republican,59.8,4294
Georgia,Gwinnett,Republican,63.6,97465
Oklahoma,Grady,Republican,60.7,7556
Washington,Yakima,Republican,57.4,17301
Missouri,Callaway,Republican,64.3,7352
Indiana,Union,Republican,60.3,1443
Texas,Lipscomb,Republican,58.9,985
Georgia,Peach,Republican,64.4,3018
Texas,Gaines,Republican,55.6,2361
Montana,Glacier,Republican,57.8,488
New Jersey,Atlantic,Republican,62.1,14857
Illinois,Mason,Republican,59.1,2107
Utah,Garfield,Republican,55.7,376
Mississippi,Pontotoc,Republican,59.5,5345
Arkansas,Mississippi,Republican,59.9,3419
Oregon,Morrow,Republican,57.5,1281
Oregon,Josephine,Republican,55.6,13671
Florida,Suwannee,Republican,59.0,5545
Ohio,Jefferson,Republican,61.0,10681
Georgia,Gilmer,Republican,57.5,6340
Texas,Concho,Republican,71.4,645
Tennessee,Sumner,Republican,61.1,25913
Georgia,Tift,Republican,60.9,5562
Florida,Holmes,Republican,60.8,2569
Illinois,Cass,Republican,59.1,1534
Kentucky,Montgomery,Republican,61.0,1130
Mississippi,Noxubee,Republican,59.0,586
North Carolina,Bladen,Republican,59.7,2391
Iowa,Winnebago,Republican,58.2,617
Wisconsin,Sheboygan,Republican,61.0,25332
Montana,McCone,Republican,57.6,464
New Jersey,Ocean,Republican,54.6,50767
Nevada,Lincoln,Republican,57.5,285
Arkansas,Faulkner,Republican,64.9,18277
Pennsylvania,Lycoming,Republican,61.7,20446
Michigan,St. Joseph,Republican,58.5,7474
Illinois,Jefferson,Republican,60.6,6941
Utah,Grand,Republican,61.4,337
Mississippi,Claiborne,Republican,63.8,220
Virginia,Brunswick,Republican,63.1,1123
Texas,Matagorda,Republican,58.7,4300
Mississippi,Choctaw,Republican,58.3,1557
Oklahoma,Oklahoma,Republican,61.9,87058
Kentucky,Lewis,Republican,60.5,1162
Arkansas,Lonoke,Republican,61.0,11449
Arizona,Coconino,Republican,67.1,6909
Washington,Columbia,Republican,54.4,767
Georgia,Glynn,Republican,59.2,12398
Oklahoma,Noble,Republican,58.2,1841
North Carolina,Graham,Republican,56.5,1583
Ohio,Fairfield,Republican,61.1,31374
Tennessee,Meigs,Republican,59.7,1772
Texas,Chambers,Republican,61.5,6805
Idaho,Bonneville,Republican,56.6,16467
Illinois,Coles,Republican,67.0,8146
Pennsylvania,Potter,Republican,57.0,3467
New York,Albany,Republican,65.8,13268
Ohio,Richland,Republican,60.1,24081
Ohio,Preble,Republican,59.4,10195
North Carolina,Davidson,Republican,60.5,23593
Texas,Denton,Republican,65.2,93538
Kentucky,Knott,Republican,63.8,89
North Carolina,Craven,Republican,60.4,12212
Texas,Zavala,Republican,56.9,0
Georgia,Paulding,Republican,62.7,23854
North Carolina,New Hanover,Republican,64.8,27621
Washington,Chelan,Republican,58.3,7003
Texas,Houston,Republican,59.7,4256
South Dakota,Moody,Republican,57.4,320
Florida,Franklin,Republican,63.3,1197
Pennsylvania,Bradford,Republican,58.3,10361
Georgia,Barrow,Republican,61.4,11259
Michigan,Kalamazoo,Republican,64.4,30432
Tennessee,Cumberland,Republican,52.8,11646
Michigan,Oscoda,Republican,55.1,1411
Nebraska,Hamilton,Republican,57.7,1728
Texas,Hill,Republican,56.0,8442
Texas,Kimble,Republican,54.5,1100
New Jersey,Passaic,Republican,62.5,19777
Georgia,Madison,Republican,61.3,5433
Georgia,Union,Republican,51.9,5824
South Dakota,Brule,Republican,57.3,364
Nevada,Pershing,Republican,67.7,290
Idaho,Boundary,Republican,56.6,1927
Illinois,Peoria,Republican,61.2,24830
Kentucky,Livingston,Republican,59.6,310
Illinois,Kane,Republican,61.2,58789
Indiana,Daviess,Republican,56.3,6207
Mississippi,Madison,Republican,62.1,17624
Wisconsin,Price,Republican,58.3,3066
Georgia,Dawson,Republican,60.3,5785
South Carolina,Chesterfield,Republican,61.0,4500
Georgia,Screven,Republican,60.5,1723
Montana,Flathead,Republican,60.3,12702
Virginia,Rockingham,Republican,59.6,13184
Virginia,Lunenburg,Republican,61.6,1317
West Virginia,Lincoln,Republican,60.3,1369
New York,Montgomery,Republican,59.7,3505
Montana,Sweet Grass,Republican,54.3,868
Tennessee,Carroll,Republican,58.7,3578
Missouri,Pemiscot,Republican,57.8,1957
Florida,Liberty,Republican,69.2,349
Nebraska,Franklin,Republican,55.1,427
Wisconsin,Door,Republican,56.8,7234
Idaho,Shoshone,Republican,58.6,1455
Georgia,Elbert,Republican,58.9,2990
Florida,Santa Rosa,Republican,62.9,33396
Nebraska,Kimball,Republican,55.2,562
Maryland,Anne Arundel,Republican,64.0,55096
Oregon,Jackson,Republican,58.8,24811
Texas,Burnet,Republican,57.3,9680
Iowa,Marshall,Republican,57.6,2324
Louisiana,Vernon,Republican,62.9,2517
Michigan,Midland,Republican,61.7,13501
Iowa,Appanoose,Republican,56.2,839
Montana,Richland,Republican,62.3,1696
Missouri,Dade,Republican,56.7,1965
Pennsylvania,Jefferson,Republican,59.4,7555
Missouri,Knox,Republican,54.9,699
Michigan,Tuscola,Republican,60.3,8344
Illinois,Iroquois,Republican,57.4,6388
Texas,De Witt,Republican,58.5,3449
West Virginia,Roane,Republican,58.8,1780
Arizona,Maricopa,Republican,61.1,250541
Wisconsin,Clark,Republican,54.7,5855
Texas,Webb,Republican,57.3,3914
Tennessee,Lake,Republican,69.7,575
Arkansas,Scott,Republican,57.7,1625
Georgia,Morgan,Republican,58.8,4099
Iowa,Linn,Republican,61.9,11619
New York,Saratoga,Republican,63.0,23367
Arkansas,Johnson,Republican,59.4,3291
Iowa,Iowa,Republican,58.7,1033
Oregon,Tillamook,Republican,57.5,3024
New Mexico,Lea,Republican,59.2,3683
Nebraska,Clay,Republican,56.6,952
Michigan,Eaton,Republican,61.9,14933
Nevada,Churchill,Republican,58.7,1343
Texas,San Augustine,Republican,54.3,1944
Arkansas,Boone,Republican,57.6,6124
Pennsylvania,Armstrong,Republican,60.2,11041
Indiana,Kosciusko,Republican,60.3,17573
Indiana,Carroll,Republican,59.1,4460
California,San Joaquin,Republican,60.4,27000
Nebraska,Greeley,Republican,52.1,212
Texas,Fayette,Republican,55.3,6088
New Jersey,Mercer,Republican,64.3,11859
Maryland,Queen Anne's,Republican,60.4,7853
Iowa,Greene,Republican,55.7,546
Georgia,Twiggs,Republican,61.3,1069
Oregon,Marion,Republican,60.2,26622
Missouri,Lawrence,Republican,56.7,8063
Virginia,Washington,Republican,60.6,7594
Iowa,Boone,Republican,60.3,1757
Wisconsin,Ashland,Republican,59.9,2469
Pennsylvania,York,Republican,61.7,69444
Wisconsin,Oconto,Republican,60.8,8928
South Dakota,Hand,Republican,54.5,555
Texas,Brooks,Republican,53.7,58
Oklahoma,Murray,Republican,57.4,976
Nebraska,Sherman,Republican,53.0,362
Texas,Winkler,Republican,58.7,1126
Florida,Hillsborough,Republican,63.7,125261
South Carolina,Kershaw,Republican,60.0,10686
Indiana,Vigo,Republican,64.8,13156
South Carolina,Marlboro,Republican,64.1,1749
Idaho,Power,Republican,55.6,845
Illinois,Gallatin,Republican,57.3,553
Maryland,Talbot,Republican,54.8,5436
Missouri,Wayne,Republican,57.3,2467
Ohio,Huron,Republican,59.8,9499
Pennsylvania,Allegheny,Republican,63.6,117932
Kentucky,Nelson,Republican,61.5,1821
North Carolina,Montgomery,Republican,58.3,2671
Georgia,Miller,Republican,57.0,903
Oklahoma,Greer,Republican,61.9,288
Alabama,Coosa,Republican,63.2,2176
Nebraska,Sioux,Republican,57.3,297
New Jersey,Somerset,Republican,62.7,22342
Texas,Castro,Republican,55.6,983
Texas,Upton,Republican,57.7,620
New Mexico,San Juan,Republican,59.6,7354
Georgia,Schley,Republican,57.6,761
Illinois,Carroll,Republican,57.3,3292
Alabama,Montgomery,Republican,62.7,26119
West Virginia,Taylor,Republican,61.7,1921
Kentucky,Henderson,Republican,60.9,1284
South Dakota,Jones,Republican,57.3,236
Texas,Jasper,Republican,57.5,5824
Georgia,Ware,Republican,60.0,4513
Michigan,Dickinson,Republican,59.5,4162
Indiana,Fountain,Republican,58.2,4277
Virginia,King George,Republican,62.1,3866
Texas,Camp,Republican,56.6,1919
Florida,Okeechobee,Republican,59.4,3656
New York,Chenango,Republican,59.8,4642
Wisconsin,Adams,Republican,58.0,4013
Oklahoma,Cherokee,Republican,61.8,3273
South Carolina,Pickens,Republican,65.1,23685
Oregon,Wasco,Republican,57.6,2515
California,Alameda,Republican,66.1,28267
Virginia,Harrisonburg,Republican,75.7,3890
Arkansas,Conway,Republican,58.6,2176
South Carolina,Bamberg,Republican,61.6,1200
Texas,Oldham,Republican,58.0,557
Missouri,Nodaway,Republican,69.2,3275
North Carolina,Beaufort,Republican,57.2,6933
Arkansas,Ashley,Republican,58.0,1419
Texas,Wilbarger,Republican,59.5,2233
California,San Bernardino,Republican,62.5,83234
Oklahoma,Logan,Republican,61.3,7668
Mississippi,Jeff Davis,Republican,59.7,1305
Ohio,Fulton,Republican,59.6,9407
Illinois,Clark,Republican,58.5,3399
New Jersey,Monmouth,Republican,62.1,41669
Oklahoma,Mayes,Republican,58.6,4402
Tennessee,Jefferson,Republican,60.1,8706
Texas,Collin,Republican,63.1,113860
Oklahoma,Cimarron,Republican,53.5,472
Tennessee,Clay,Republican,55.8,1029
Washington,Grays Harbor,Republican,60.0,5221
South Dakota,Corson,Republican,54.9,178
Kentucky,Rockcastle,Republican,61.4,1623
North Carolina,Northampton,Republican,58.0,991
Washington,Lewis,Republican,58.3,9997
North Carolina,Harnett,Republican,61.6,10899
New Mexico,Otero,Republican,59.4,4094
Missouri,Scott,Republican,59.6,6664
West Virginia,Nicholas,Republican,60.0,2510
Tennessee,Marion,Republican,60.6,3487
Arizona,Gila,Republican,53.0,4752
North Carolina,Carteret,Republican,59.8,13330
New Jersey,Sussex,Republican,63.6,17192
Nebraska,Red Willow,Republican,58.7,1532
Wisconsin,Barron,Republican,58.1,8694
Indiana,Randolph,Republican,57.8,5129
Texas,Armstrong,Republican,55.2,710
Iowa,Shelby,Republican,54.9,745
Michigan,Montmorency,Republican,55.4,1929
Ohio,Crawford,Republican,58.5,8247
Illinois,Williamson,Republican,60.5,10655
Virginia,Winchester,Republican,62.9,2682
Indiana,Boone,Republican,60.4,14974
Pennsylvania,Venango,Republican,59.8,8384
Kentucky,Russell,Republican,58.7,2245
Virginia,Highland,Republican,57.3,389
Indiana,Shelby,Republican,61.3,8673
Louisiana,Iberville,Republican,64.7,1608
Wisconsin,Chippewa,Republican,61.1,12473
California,Sutter,Republican,59.1,5469
South Carolina,Spartanburg,Republican,61.2,46655
Illinois,Livingston,Republican,61.4,7931
Iowa,Wapello,Republican,60.6,1669
Nebraska,Nuckolls,Republican,53.1,577
Louisiana,Ascension,Republican,62.2,8235
Texas,McMullen,Republican,56.6,390
Oklahoma,Grant,Republican,55.6,978
North Carolina,Warren,Republican,59.6,954
North Carolina,Durham,Republican,66.9,15891
Texas,Fisher,Republican,56.2,552
South Carolina,Jasper,Republican,63.2,3001
Tennessee,Hardeman,Republican,63.7,2330
Georgia,Wilcox,Republican,65.2,1075
South Carolina,Sumter,Republican,60.9,11173
New Mexico,Hidalgo,Republican,57.6,334
Indiana,Huntington,Republican,61.7,8305
Virginia,Hopewell,Republican,59.0,1751
Iowa,Buchanan,Republican,57.2,837
Iowa,Hardin,Republican,57.8,1269
Georgia,Bulloch,Republican,69.3,8120
Texas,Comal,Republican,59.5,27855
Texas,Dimmit,Republican,55.3,100
Nebraska,Saline,Republican,60.8,840
Iowa,Humboldt,Republican,56.8,605
West Virginia,Pocahontas,Republican,60.2,956
South Dakota,Brookings,Republican,69.8,1609
Virginia,Danville,Republican,58.0,3243
Wisconsin,Portage,Republican,65.7,12339
Michigan,Houghton,Republican,63.3,4237
Mississippi,Attala,Republican,55.4,2581
Oklahoma,Comanche,Republican,64.8,8050
Michigan,Calhoun,Republican,60.4,14997
Kentucky,Lincoln,Republican,59.6,1246
Nevada,Humboldt,Republican,62.1,859
Alabama,Lowndes,Republican,59.5,834
Florida,Monroe,Republican,64.2,10802
Utah,Juab,Republican,53.2,843
Utah,Uintah,Republican,57.1,2903
Arkansas,Stone,Republican,54.5,2459
New York,Queens,Republican,66.0,28227
Texas,San Saba,Republican,56.4,1381
Nebraska,Banner,Republican,51.4,159
Ohio,Carroll,Republican,59.2,5595
Virginia,Petersburg,Republican,62.6,687
Tennessee,Dickson,Republican,61.5,6136
Mississippi,Oktibbeha,Republican,71.7,4763
Georgia,Talbot,Republican,62.1,681
Missouri,Scotland,Republican,52.8,792
Virginia,Mecklenburg,Republican,57.1,2995
West Virginia,Mingo,Republican,62.4,1239
Kentucky,Metcalfe,Republican,58.8,705
Illinois,Tazewell,Republican,59.9,26457
Alabama,Madison,Republican,63.9,64741
Ohio,Cuyahoga,Republican,62.1,139409
California,Alpine,Republican,58.9,147
Florida,Clay,Republican,61.6,37320
Florida,Miami-Dade,Republican,64.2,173418
Arkansas,Sevier,Republican,57.6,1518
New York,Suffolk,Republican,62.6,95643
Indiana,Parke,Republican,61.3,3059
Florida,Gilchrist,Republican,60.2,3100
New York,Herkimer,Republican,60.1,6734
Indiana,Wells,Republican,58.9,6952
Texas,Waller,Republican,64.5,5893
Arkansas,Howard,Republican,57.0,1580
Virginia,Pulaski,Republican,61.0,4147
Louisiana,West Carroll,Republican,58.1,752
Texas,Austin,Republican,58.2,5957
Nevada,Washoe,Republican,63.0,15430
Oregon,Clatsop,Republican,61.1,3419
Wisconsin,Rusk,Republican,56.8,3176
South Carolina,Greenville,Republican,62.2,92954
Iowa,Warren,Republican,59.9,3807
Illinois,Lee,Republican,62.2,5939
Louisiana,Richland,Republican,59.8,1288
North Carolina,Madison,Republican,61.1,2356
Texas,Jefferson,Republican,62.9,18627
North Carolina,Hertford,Republican,62.7,703
Florida,Hendry,Republican,59.2,2556
Ohio,Madison,Republican,64.8,7955
Missouri,Cass,Republican,59.5,17269
Virginia,Bland,Republican,63.0,1055
Virginia,Prince William,Republican,63.6,45735
Nebraska,Wheeler,Republican,58.0,114
Kentucky,Clay,Republican,65.4,1494
Texas,Hays,Republican,66.4,19490
Louisiana,Rapides,Republican,59.9,8455
Kentucky,Floyd,Republican,62.0,562
Arkansas,Benton,Republican,60.0,41397
Alabama,Tuscaloosa,Republican,67.2,30465
Illinois,Putnam,Republican,60.0,823
Iowa,Cedar,Republican,58.7,1064
Tennessee,Cocke,Republican,59.9,5823
Indiana,White,Republican,57.8,5191
Michigan,Grand Traverse,Republican,62.1,16263
Kentucky,Bell,Republican,61.1,1255
West Virginia,Tucker,Republican,60.2,935
Ohio,Miami,Republican,59.5,26150
Michigan,Huron,Republican,57.0,5167
Missouri,Bates,Republican,57.2,2728
Louisiana,Natchitoches,Republican,61.1,2587
Arkansas,Hempstead,Republican,57.3,2343
Missouri,Washington,Republican,61.5,3209
Missouri,Dunklin,Republican,56.7,3110
California,Sierra,Republican,57.5,562
New Mexico,Sierra,Republican,50.8,1164
North Carolina,Rowan,Republican,60.9,19782
West Virginia,Fayette,Republican,60.7,3021
Kentucky,Allen,Republican,60.0,1463
Georgia,Evans,Republican,58.2,1240
New York,Wyoming,Republican,65.3,4083
Wisconsin,Richland,Republican,58.2,3094
Texas,Harris,Republican,63.7,317328
South Dakota,Ziebach,Republican,57.6,115
Georgia,Muscogee,Republican,63.7,15212
Texas,Franklin,Republican,55.5,2413
Maryland,St. Mary's,Republican,63.1,11378
Pennsylvania,Lackawanna,Republican,61.2,20360
Virginia,Wythe,Republican,60.2,3461
California,San Benito,Republican,61.8,1830
Maryland,Dorchester,Republican,58.9,3738
Indiana,Wabash,Republican,59.0,7346
Kentucky,McCreary,Republican,63.8,1313
Indiana,Jasper,Republican,59.7,6517
Georgia,Taylor,Republican,60.8,1047
New Mexico,Guadalupe,Republican,61.4,97
California,Stanislaus,Republican,60.6,19148
Oklahoma,Cleveland,Republican,65.8,35320
Texas,Cochran,Republican,56.8,682
Wisconsin,Waushara,Republican,58.8,5152
Kentucky,Fulton,Republican,59.6,156
Maryland,Washington,Republican,61.9,18931
Idaho,Bonner,Republican,58.3,6638
Virginia,Norfolk,Republican,69.8,12196
South Dakota,Walworth,Republican,53.1,1028
Ohio,Harrison,Republican,59.4,2697
Pennsylvania,Beaver,Republican,60.6,19081
Michigan,Lake,Republican,56.9,1521
West Virginia,Webster,Republican,58.6,471
Illinois,Macoupin,Republican,59.8,7168
Nebraska,Sheridan,Republican,54.0,998
Georgia,Irwin,Republican,59.5,1504
Texas,Gregg,Republican,60.0,17472
New York,Clinton,Republican,66.5,4338
Virginia,Richmond City,Republican,70.2,13004
Arkansas,Woodruff,Republican,56.9,286
Idaho,Latah,Republican,69.7,3839
Tennessee,Polk,Republican,60.0,2212
Nebraska,Holt,Republican,55.2,1723
Oregon,Multnomah,Republican,68.3,28654
Georgia,Pike,Republican,60.5,4355
Alabama,DeKalb,Republican,59.6,12847
California,Trinity,Republican,59.1,1242
New Mexico,Santa Fe,Republican,60.9,4053
New York,Warren,Republican,61.2,7143
Indiana,Owen,Republican,60.9,4061
North Carolina,Pasquotank,Republican,62.9,2795
Kentucky,Lawrence,Republican,61.0,946
Iowa,Howard,Republican,55.1,367
Louisiana,West Baton Rouge,Republican,63.9,1502
New Jersey,Salem,Republican,60.6,3836
Iowa,Harrison,Republican,58.3,1019
West Virginia,Wood,Republican,60.3,12237
Indiana,Putnam,Republican,65.2,7133
Ohio,Athens,Republican,73.0,6044
Arkansas,Chicot,Republican,57.6,785
West Virginia,Randolph,Republican,60.8,2632
Louisiana,St. John the Baptist,Republican,62.2,1362
Georgia,Fannin,Republican,56.7,5571
Ohio,Shelby,Republican,59.2,11395
Missouri,Pettis,Republican,59.6,7128
Tennessee,Decatur,Republican,57.3,1564
Oklahoma,Pittsburg,Republican,59.7,2843
Arkansas,Garland,Republican,57.4,15310
California,Napa,Republican,61.4,5206
Texas,Gray,Republican,59.0,4305
Indiana,Orange,Republican,59.1,4045
Texas,Garza,Republican,70.2,973
Washington,Grant,Republican,57.2,9162
Arizona,Cochise,Republican,57.7,10951
California,Sonoma,Republican,62.7,23061
Kentucky,Bracken,Republican,60.3,262
Kentucky,Bath,Republican,58.7,292
Wisconsin,Polk,Republican,59.7,7347
New York,Chautauqua,Republican,61.0,8584
Pennsylvania,Adams,Republican,61.1,16499
Oklahoma,Kiowa,Republican,57.2,776
Washington,Asotin,Republican,58.1,2697
South Carolina,Berkeley,Republican,63.3,27684
Florida,Flagler,Republican,53.5,16459
Virginia,Scott,Republican,59.6,2918
