"county","state","party","liczba_weteranów","liczba_gł_republikanie","liczba_gł_demokraci"
Calaveras,California,Republican,"5 - 10 tyś",3782770,2103446
Douglas,Nevada,Democrat,"5 - 10 tyś",3782770,2103446
Kerr,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Autauga,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Walton,Florida,Democrat,"5 - 10 tyś",3782770,2103446
Monroe,Florida,Republican,"5 - 10 tyś",3782770,2103446
Bay,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Carroll,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Wayne,New York,Democrat,"5 - 10 tyś",3782770,2103446
Madison,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Coconino,Arizona,Democrat,"5 - 10 tyś",3782770,2103446
Johnson,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Pike,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Ross,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Daviess,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
La Crosse,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Wood,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Howard,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Madison,Mississippi,Democrat,"5 - 10 tyś",3782770,2103446
McCracken,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Ozaukee,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
McCracken,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
Rockingham,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Clinton,New York,Republican,"5 - 10 tyś",3782770,2103446
Marquette,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Tipton,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Lincoln,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Yamhill,Oregon,Republican,"5 - 10 tyś",3782770,2103446
Somerset,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Douglas,Nevada,Republican,"5 - 10 tyś",3782770,2103446
Shiawassee,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Eaton,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Nye,Nevada,Republican,"5 - 10 tyś",3782770,2103446
Belmont,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Marathon,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Putnam,New York,Republican,"5 - 10 tyś",3782770,2103446
Tuolumne,California,Democrat,"5 - 10 tyś",3782770,2103446
Napa,California,Democrat,"5 - 10 tyś",3782770,2103446
Dubuque,Iowa,Democrat,"5 - 10 tyś",3782770,2103446
Etowah,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Etowah,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Cattaraugus,New York,Democrat,"5 - 10 tyś",3782770,2103446
Dougherty,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Bartow,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Muskogee,Oklahoma,Republican,"5 - 10 tyś",3782770,2103446
Garfield,Oklahoma,Democrat,"5 - 10 tyś",3782770,2103446
James City,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Gregg,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Craighead,Arkansas,Republican,"5 - 10 tyś",3782770,2103446
Hanover,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Bradley,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Burke,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Angelina,Texas,Republican,"5 - 10 tyś",3782770,2103446
Sullivan,New York,Democrat,"5 - 10 tyś",3782770,2103446
Bedford,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Mercer,West Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Bartow,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Natrona,Wyoming,Democrat,"5 - 10 tyś",3782770,2103446
Tom Green,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Rockwall,Texas,Republican,"5 - 10 tyś",3782770,2103446
Geauga,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Raleigh,West Virginia,Republican,"5 - 10 tyś",3782770,2103446
Northumberland,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Coconino,Arizona,Republican,"5 - 10 tyś",3782770,2103446
Calvert,Maryland,Republican,"5 - 10 tyś",3782770,2103446
Albemarle,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
DeKalb,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Campbell,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
Camden,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Tehama,California,Republican,"5 - 10 tyś",3782770,2103446
Grayson,Texas,Republican,"5 - 10 tyś",3782770,2103446
Buchanan,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Roanoke,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Harrison,West Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Wayne,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Campbell,Kentucky,Republican,"5 - 10 tyś",3782770,2103446
Clallam,Washington,Democrat,"5 - 10 tyś",3782770,2103446
Woodbury,Iowa,Democrat,"5 - 10 tyś",3782770,2103446
Macon,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Wood,West Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Floyd,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Delaware,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
LaPorte,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Robeson,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Lauderdale,Mississippi,Republican,"5 - 10 tyś",3782770,2103446
Oconee,South Carolina,Republican,"5 - 10 tyś",3782770,2103446
Pitt,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Warren,New York,Republican,"5 - 10 tyś",3782770,2103446
Ector,Texas,Republican,"5 - 10 tyś",3782770,2103446
Williamson,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Kershaw,South Carolina,Republican,"5 - 10 tyś",3782770,2103446
Flathead,Montana,Republican,"5 - 10 tyś",3782770,2103446
Twin Falls,Idaho,Democrat,"5 - 10 tyś",3782770,2103446
Vernon,Louisiana,Republican,"5 - 10 tyś",3782770,2103446
Russell,Alabama,Democrat,"5 - 10 tyś",3782770,2103446
Columbia,New York,Republican,"5 - 10 tyś",3782770,2103446
Steuben,New York,Republican,"5 - 10 tyś",3782770,2103446
Cullman,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Erie,Ohio,Democrat,"5 - 10 tyś",3782770,2103446
Woodbury,Iowa,Republican,"5 - 10 tyś",3782770,2103446
Tippecanoe,Indiana,Republican,"5 - 10 tyś",3782770,2103446
Bartholomew,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Rockdale,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Madison,Mississippi,Republican,"5 - 10 tyś",3782770,2103446
Albemarle,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Venango,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Lauderdale,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Valencia,New Mexico,Republican,"5 - 10 tyś",3782770,2103446
Taney,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Monongalia,West Virginia,Republican,"5 - 10 tyś",3782770,2103446
Walworth,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Adams,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Vermilion,Illinois,Democrat,"5 - 10 tyś",3782770,2103446
Coffee,Alabama,Republican,"5 - 10 tyś",3782770,2103446
Maury,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Curry,New Mexico,Democrat,"5 - 10 tyś",3782770,2103446
Faulkner,Arkansas,Democrat,"5 - 10 tyś",3782770,2103446
Bradford,Pennsylvania,Democrat,"5 - 10 tyś",3782770,2103446
Marion,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Putnam,Florida,Republican,"5 - 10 tyś",3782770,2103446
Wilson,North Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Kerr,Texas,Republican,"5 - 10 tyś",3782770,2103446
Umatilla,Oregon,Democrat,"5 - 10 tyś",3782770,2103446
Maury,Tennessee,Republican,"5 - 10 tyś",3782770,2103446
Otero,New Mexico,Republican,"5 - 10 tyś",3782770,2103446
Liberty,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Carson City,Nevada,Republican,"5 - 10 tyś",3782770,2103446
Whitfield,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Dubuque,Iowa,Republican,"5 - 10 tyś",3782770,2103446
Fremont,Colorado,Democrat,"5 - 10 tyś",3782770,2103446
Roanoke City,Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Ascension,Louisiana,Democrat,"5 - 10 tyś",3782770,2103446
Canadian,Oklahoma,Republican,"5 - 10 tyś",3782770,2103446
Johnson,Missouri,Republican,"5 - 10 tyś",3782770,2103446
Manitowoc,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Rogers,Oklahoma,Democrat,"5 - 10 tyś",3782770,2103446
Grant,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Pottawattamie,Iowa,Republican,"5 - 10 tyś",3782770,2103446
Monroe,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Victoria,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Williamson,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Grayson,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Baxter,Arkansas,Republican,"5 - 10 tyś",3782770,2103446
Pickens,South Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Angelina,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Jefferson,Arkansas,Democrat,"5 - 10 tyś",3782770,2103446
Sevier,Tennessee,Democrat,"5 - 10 tyś",3782770,2103446
Fauquier,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Creek,Oklahoma,Republican,"5 - 10 tyś",3782770,2103446
Putnam,Florida,Democrat,"5 - 10 tyś",3782770,2103446
Clinton,New York,Democrat,"5 - 10 tyś",3782770,2103446
Johnson,Missouri,Democrat,"5 - 10 tyś",3782770,2103446
Warren,New Jersey,Democrat,"5 - 10 tyś",3782770,2103446
Monroe,Wisconsin,Republican,"5 - 10 tyś",3782770,2103446
Lee,Mississippi,Republican,"5 - 10 tyś",3782770,2103446
Jefferson,Ohio,Republican,"5 - 10 tyś",3782770,2103446
Worcester,Maryland,Republican,"5 - 10 tyś",3782770,2103446
Harrison,West Virginia,Republican,"5 - 10 tyś",3782770,2103446
York,Virginia,Republican,"5 - 10 tyś",3782770,2103446
Monongalia,West Virginia,Democrat,"5 - 10 tyś",3782770,2103446
Monroe,Florida,Democrat,"5 - 10 tyś",3782770,2103446
Mason,Washington,Democrat,"5 - 10 tyś",3782770,2103446
La Crosse,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Camden,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Lapeer,Michigan,Democrat,"5 - 10 tyś",3782770,2103446
Madera,California,Democrat,"5 - 10 tyś",3782770,2103446
Whiteside,Illinois,Republican,"5 - 10 tyś",3782770,2103446
Newton,Georgia,Republican,"5 - 10 tyś",3782770,2103446
Midland,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Herkimer,New York,Democrat,"5 - 10 tyś",3782770,2103446
Dodge,Wisconsin,Democrat,"5 - 10 tyś",3782770,2103446
Rogers,Oklahoma,Republican,"5 - 10 tyś",3782770,2103446
Walker,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Columbia,Florida,Republican,"5 - 10 tyś",3782770,2103446
Lancaster,South Carolina,Democrat,"5 - 10 tyś",3782770,2103446
Walton,Georgia,Democrat,"5 - 10 tyś",3782770,2103446
Orangeburg,South Carolina,Republican,"5 - 10 tyś",3782770,2103446
Warren,Kentucky,Democrat,"5 - 10 tyś",3782770,2103446
Shiawassee,Michigan,Republican,"5 - 10 tyś",3782770,2103446
Crawford,Pennsylvania,Republican,"5 - 10 tyś",3782770,2103446
Hood,Texas,Democrat,"5 - 10 tyś",3782770,2103446
Chemung,New York,Democrat,"5 - 10 tyś",3782770,2103446
Morgan,Indiana,Democrat,"5 - 10 tyś",3782770,2103446
Rankin,Mississippi,Republican,"5 - 10 tyś",3782770,2103446
Midland,Texas,Republican,"5 - 10 tyś",3782770,2103446
Rutherford,North Carolina,Republican,"5 - 10 tyś",3782770,2103446
Bell,Texas,Republican,powyżej 20 tyś,13085172,15673323
Suffolk,New York,Republican,powyżej 20 tyś,13085172,15673323
Genesee,Michigan,Democrat,powyżej 20 tyś,13085172,15673323
Pulaski,Arkansas,Democrat,powyżej 20 tyś,13085172,15673323
Travis,Texas,Republican,powyżej 20 tyś,13085172,15673323
Greene,Missouri,Democrat,powyżej 20 tyś,13085172,15673323
Tarrant,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Burlington,New Jersey,Democrat,powyżej 20 tyś,13085172,15673323
Douglas,Nebraska,Republican,powyżej 20 tyś,13085172,15673323
Cumberland,North Carolina,Republican,powyżej 20 tyś,13085172,15673323
Prince William,Virginia,Democrat,powyżej 20 tyś,13085172,15673323
Hillsborough,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Orange,New York,Democrat,powyżej 20 tyś,13085172,15673323
Jackson,Missouri,Democrat,powyżej 20 tyś,13085172,15673323
Manatee,Florida,Republican,powyżej 20 tyś,13085172,15673323
Kitsap,Washington,Republican,powyżej 20 tyś,13085172,15673323
Williamson,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Madison,Alabama,Republican,powyżej 20 tyś,13085172,15673323
Richland,South Carolina,Democrat,powyżej 20 tyś,13085172,15673323
Onslow,North Carolina,Democrat,powyżej 20 tyś,13085172,15673323
DeKalb,Georgia,Republican,powyżej 20 tyś,13085172,15673323
Collin,Texas,Republican,powyżej 20 tyś,13085172,15673323
Nueces,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Prince William,Virginia,Republican,powyżej 20 tyś,13085172,15673323
Maricopa,Arizona,Republican,powyżej 20 tyś,13085172,15673323
Lake,Indiana,Republican,powyżej 20 tyś,13085172,15673323
San Luis Obispo,California,Democrat,powyżej 20 tyś,13085172,15673323
Montgomery,Alabama,Republican,powyżej 20 tyś,13085172,15673323
Salt Lake,Utah,Democrat,powyżej 20 tyś,13085172,15673323
Wake,North Carolina,Republican,powyżej 20 tyś,13085172,15673323
Jefferson,Colorado,Democrat,powyżej 20 tyś,13085172,15673323
Jefferson,Louisiana,Republican,powyżej 20 tyś,13085172,15673323
Montgomery,Ohio,Democrat,powyżej 20 tyś,13085172,15673323
Virginia Beach,Virginia,Democrat,powyżej 20 tyś,13085172,15673323
Clackamas,Oregon,Republican,powyżej 20 tyś,13085172,15673323
Northampton,Pennsylvania,Democrat,powyżej 20 tyś,13085172,15673323
Volusia,Florida,Republican,powyżej 20 tyś,13085172,15673323
Hidalgo,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Los Angeles,California,Republican,powyżej 20 tyś,13085172,15673323
El Paso,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Genesee,Michigan,Republican,powyżej 20 tyś,13085172,15673323
Pima,Arizona,Republican,powyżej 20 tyś,13085172,15673323
Los Angeles,California,Democrat,powyżej 20 tyś,13085172,15673323
Clark,Nevada,Republican,powyżej 20 tyś,13085172,15673323
Tulsa,Oklahoma,Republican,powyżej 20 tyś,13085172,15673323
Jefferson,Kentucky,Democrat,powyżej 20 tyś,13085172,15673323
Chesterfield,Virginia,Democrat,powyżej 20 tyś,13085172,15673323
Muscogee,Georgia,Republican,powyżej 20 tyś,13085172,15673323
Harford,Maryland,Democrat,powyżej 20 tyś,13085172,15673323
Delaware,Pennsylvania,Democrat,powyżej 20 tyś,13085172,15673323
Summit,Ohio,Republican,powyżej 20 tyś,13085172,15673323
Okaloosa,Florida,Republican,powyżej 20 tyś,13085172,15673323
Monmouth,New Jersey,Democrat,powyżej 20 tyś,13085172,15673323
Chester,Pennsylvania,Democrat,powyżej 20 tyś,13085172,15673323
DuPage,Illinois,Democrat,powyżej 20 tyś,13085172,15673323
Buncombe,North Carolina,Republican,powyżej 20 tyś,13085172,15673323
St. Charles,Missouri,Democrat,powyżej 20 tyś,13085172,15673323
Guilford,North Carolina,Democrat,powyżej 20 tyś,13085172,15673323
Monterey,California,Republican,powyżej 20 tyś,13085172,15673323
Dauphin,Pennsylvania,Republican,powyżej 20 tyś,13085172,15673323
King,Washington,Democrat,powyżej 20 tyś,13085172,15673323
Harrison,Mississippi,Democrat,powyżej 20 tyś,13085172,15673323
Kane,Illinois,Republican,powyżej 20 tyś,13085172,15673323
Alameda,California,Republican,powyżej 20 tyś,13085172,15673323
Pinal,Arizona,Republican,powyżej 20 tyś,13085172,15673323
Union,New Jersey,Republican,powyżej 20 tyś,13085172,15673323
Baltimore,Maryland,Democrat,powyżej 20 tyś,13085172,15673323
Will,Illinois,Democrat,powyżej 20 tyś,13085172,15673323
Horry,South Carolina,Republican,powyżej 20 tyś,13085172,15673323
Volusia,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Berks,Pennsylvania,Republican,powyżej 20 tyś,13085172,15673323
Pasco,Florida,Republican,powyżej 20 tyś,13085172,15673323
Berkeley,South Carolina,Democrat,powyżej 20 tyś,13085172,15673323
Montgomery,Maryland,Democrat,powyżej 20 tyś,13085172,15673323
Erie,Pennsylvania,Democrat,powyżej 20 tyś,13085172,15673323
Jefferson,Alabama,Republican,powyżej 20 tyś,13085172,15673323
Kern,California,Republican,powyżej 20 tyś,13085172,15673323
Muscogee,Georgia,Democrat,powyżej 20 tyś,13085172,15673323
Sonoma,California,Republican,powyżej 20 tyś,13085172,15673323
Bronx,New York,Democrat,powyżej 20 tyś,13085172,15673323
Spokane,Washington,Republican,powyżej 20 tyś,13085172,15673323
Oklahoma,Oklahoma,Democrat,powyżej 20 tyś,13085172,15673323
Middlesex,New Jersey,Republican,powyżej 20 tyś,13085172,15673323
Nassau,New York,Democrat,powyżej 20 tyś,13085172,15673323
Richmond,Georgia,Democrat,powyżej 20 tyś,13085172,15673323
Hernando,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Nueces,Texas,Republican,powyżej 20 tyś,13085172,15673323
Stark,Ohio,Republican,powyżej 20 tyś,13085172,15673323
Cuyahoga,Ohio,Democrat,powyżej 20 tyś,13085172,15673323
Marion,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Madison,Alabama,Democrat,powyżej 20 tyś,13085172,15673323
Honolulu,Hawaii,Democrat,powyżej 20 tyś,13085172,15673323
York,Pennsylvania,Democrat,powyżej 20 tyś,13085172,15673323
Lake,Illinois,Republican,powyżej 20 tyś,13085172,15673323
Sonoma,California,Democrat,powyżej 20 tyś,13085172,15673323
Fulton,Georgia,Republican,powyżej 20 tyś,13085172,15673323
Bernalillo,New Mexico,Democrat,powyżej 20 tyś,13085172,15673323
Orange,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Marion,Indiana,Republican,powyżej 20 tyś,13085172,15673323
Salt Lake,Utah,Republican,powyżej 20 tyś,13085172,15673323
Norfolk,Virginia,Republican,powyżej 20 tyś,13085172,15673323
Polk,Iowa,Democrat,powyżej 20 tyś,13085172,15673323
Montgomery,Alabama,Democrat,powyżej 20 tyś,13085172,15673323
Hamilton,Ohio,Democrat,powyżej 20 tyś,13085172,15673323
Lorain,Ohio,Republican,powyżej 20 tyś,13085172,15673323
Lee,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Davis,Utah,Democrat,powyżej 20 tyś,13085172,15673323
Philadelphia,Pennsylvania,Democrat,powyżej 20 tyś,13085172,15673323
Maricopa,Arizona,Democrat,powyżej 20 tyś,13085172,15673323
Kitsap,Washington,Democrat,powyżej 20 tyś,13085172,15673323
Jackson,Oregon,Republican,powyżej 20 tyś,13085172,15673323
Chester,Pennsylvania,Republican,powyżej 20 tyś,13085172,15673323
Bay,Florida,Republican,powyżej 20 tyś,13085172,15673323
Travis,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Stanislaus,California,Republican,powyżej 20 tyś,13085172,15673323
St. Louis County,Missouri,Democrat,powyżej 20 tyś,13085172,15673323
Butler,Ohio,Democrat,powyżej 20 tyś,13085172,15673323
Okaloosa,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Manhattan,New York,Republican,powyżej 20 tyś,13085172,15673323
Galveston,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Greene,Missouri,Republican,powyżej 20 tyś,13085172,15673323
DeKalb,Georgia,Democrat,powyżej 20 tyś,13085172,15673323
Onslow,North Carolina,Republican,powyżej 20 tyś,13085172,15673323
Hampton,Virginia,Republican,powyżej 20 tyś,13085172,15673323
Chatham,Georgia,Democrat,powyżej 20 tyś,13085172,15673323
Sarasota,Florida,Republican,powyżej 20 tyś,13085172,15673323
Citrus,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Philadelphia,Pennsylvania,Republican,powyżej 20 tyś,13085172,15673323
Bexar,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Santa Rosa,Florida,Democrat,powyżej 20 tyś,13085172,15673323
DuPage,Illinois,Republican,powyżej 20 tyś,13085172,15673323
Mobile,Alabama,Republican,powyżej 20 tyś,13085172,15673323
Nassau,New York,Republican,powyżej 20 tyś,13085172,15673323
Mecklenburg,North Carolina,Democrat,powyżej 20 tyś,13085172,15673323
Hampton,Virginia,Democrat,powyżej 20 tyś,13085172,15673323
Henrico,Virginia,Democrat,powyżej 20 tyś,13085172,15673323
Miami-Dade,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Fairfax,Virginia,Republican,powyżej 20 tyś,13085172,15673323
Knox,Tennessee,Republican,powyżej 20 tyś,13085172,15673323
Knox,Tennessee,Democrat,powyżej 20 tyś,13085172,15673323
Marion,Oregon,Democrat,powyżej 20 tyś,13085172,15673323
Brooklyn,New York,Republican,powyżej 20 tyś,13085172,15673323
Miami-Dade,Florida,Republican,powyżej 20 tyś,13085172,15673323
Harris,Texas,Democrat,powyżej 20 tyś,13085172,15673323
San Mateo,California,Republican,powyżej 20 tyś,13085172,15673323
Guilford,North Carolina,Republican,powyżej 20 tyś,13085172,15673323
Allen,Indiana,Republican,powyżej 20 tyś,13085172,15673323
Spokane,Washington,Democrat,powyżej 20 tyś,13085172,15673323
Denton,Texas,Republican,powyżej 20 tyś,13085172,15673323
Citrus,Florida,Republican,powyżej 20 tyś,13085172,15673323
Manatee,Florida,Democrat,powyżej 20 tyś,13085172,15673323
El Paso,Colorado,Democrat,powyżej 20 tyś,13085172,15673323
Charlotte,Florida,Republican,powyżej 20 tyś,13085172,15673323
Harrison,Mississippi,Republican,powyżej 20 tyś,13085172,15673323
Middlesex,New Jersey,Democrat,powyżej 20 tyś,13085172,15673323
Baltimore City,Maryland,Democrat,powyżej 20 tyś,13085172,15673323
Loudoun,Virginia,Democrat,powyżej 20 tyś,13085172,15673323
Davidson,Tennessee,Democrat,powyżej 20 tyś,13085172,15673323
Chesapeake,Virginia,Democrat,powyżej 20 tyś,13085172,15673323
Pasco,Florida,Democrat,powyżej 20 tyś,13085172,15673323
St. Charles,Missouri,Republican,powyżej 20 tyś,13085172,15673323
St. Lucie,Florida,Democrat,powyżej 20 tyś,13085172,15673323
Waukesha,Wisconsin,Democrat,powyżej 20 tyś,13085172,15673323
Fort Bend,Texas,Democrat,powyżej 20 tyś,13085172,15673323
Luzerne,Pennsylvania,Democrat,powyżej 20 tyś,13085172,15673323
Hillsborough,Florida,Republican,powyżej 20 tyś,13085172,15673323
Allen,Indiana,Democrat,powyżej 20 tyś,13085172,15673323
Montgomery,Tennessee,Republican,powyżej 20 tyś,13085172,15673323
Anne Arundel,Maryland,Republican,powyżej 20 tyś,13085172,15673323
Jefferson,Kentucky,Republican,powyżej 20 tyś,13085172,15673323
Onondaga,New York,Democrat,powyżej 20 tyś,13085172,15673323
