"state","county","party","osoby_18_do_65_hr","liczba_glosow"
Texas,Burleson,Democrat,58.1,618
Texas,Stonewall,Democrat,51.8,95
Michigan,Kent,Democrat,62.7,69274
Texas,Hansford,Democrat,56.5,33
Iowa,Pocahontas,Democrat,55.1,300
Pennsylvania,Fayette,Democrat,61.1,15635
Idaho,Caribou,Democrat,54.6,10
Tennessee,Grainger,Democrat,60.4,447
Nebraska,Sherman,Democrat,53.0,32
Illinois,Effingham,Democrat,59.5,2114
Indiana,Switzerland,Democrat,58.9,840
Florida,Hendry,Democrat,59.2,1803
Kentucky,Menifee,Democrat,61.4,634
New Jersey,Morris,Democrat,62.3,41485
Texas,Floyd,Democrat,54.1,84
Wisconsin,Manitowoc,Democrat,60.2,11430
Virginia,Suffolk,Democrat,62.1,9426
Colorado,Sedgwick,Democrat,55.3,21
Wisconsin,Winnebago,Democrat,64.5,29011
North Carolina,Davie,Democrat,58.8,2408
North Carolina,Dare,Democrat,61.7,4310
New York,Cayuga,Democrat,62.5,5037
Virginia,Lexington,Democrat,73.6,652
Iowa,Emmet,Democrat,59.2,300
Texas,Willacy,Democrat,62.1,2729
Texas,Hopkins,Democrat,57.6,926
Indiana,Howard,Democrat,59.0,7259
Missouri,Cedar,Democrat,53.0,693
Pennsylvania,Northumberland,Democrat,60.4,6983
Ohio,Adams,Democrat,58.9,1515
Nebraska,Hamilton,Democrat,57.7,67
Mississippi,Newton,Democrat,58.4,1182
Iowa,Jasper,Democrat,59.5,1800
Pennsylvania,Schuylkill,Democrat,61.2,12573
Georgia,Franklin,Democrat,59.4,555
Michigan,Monroe,Democrat,61.9,13558
Georgia,Talbot,Democrat,62.1,972
New Jersey,Somerset,Democrat,62.7,31902
Florida,Lee,Democrat,55.0,43564
Maryland,Dorchester,Democrat,58.9,2751
Oklahoma,Marshall,Democrat,55.3,1138
New Jersey,Monmouth,Democrat,62.1,53020
New York,Erie,Democrat,62.8,99586
Ohio,Jefferson,Democrat,61.0,7681
Colorado,Chaffee,Democrat,61.2,614
Indiana,Pulaski,Democrat,59.4,824
Ohio,Ottawa,Democrat,58.3,4578
Nebraska,Jefferson,Democrat,55.5,99
Louisiana,Webster,Democrat,58.6,2314
New Mexico,DeBaca,Democrat,54.4,210
Tennessee,Madison,Democrat,62.1,5350
Tennessee,Dyer,Democrat,59.4,1126
Oklahoma,Pawnee,Democrat,57.7,1365
Kentucky,Grant,Democrat,60.1,1309
Texas,De Witt,Democrat,58.5,406
Arkansas,Conway,Democrat,58.6,2595
Virginia,Wise,Democrat,64.1,1072
Arizona,Yavapai,Democrat,54.5,15509
Alabama,Greene,Democrat,58.8,2927
Virginia,Orange,Democrat,58.4,2192
Colorado,El Paso,Democrat,63.4,8063
Missouri,St. Francois,Democrat,63.3,4206
Washington,Chelan,Democrat,58.3,223
Indiana,Cass,Democrat,59.7,2792
North Carolina,Alexander,Democrat,60.1,2271
North Carolina,Transylvania,Democrat,55.1,3748
Tennessee,Wayne,Democrat,63.2,321
Wisconsin,Shawano,Democrat,58.3,5100
Texas,Hockley,Democrat,59.6,299
Oregon,Morrow,Democrat,57.5,624
Mississippi,Pike,Democrat,57.8,3295
South Dakota,Roberts,Democrat,53.4,789
Texas,Baylor,Democrat,53.6,70
Arkansas,Pike,Democrat,58.6,538
Ohio,Hancock,Democrat,61.3,4552
Georgia,Worth,Democrat,60.4,850
Iowa,Iowa,Democrat,58.7,700
Missouri,Christian,Democrat,59.6,5219
Alabama,Bullock,Democrat,63.7,2629
Oklahoma,Alfalfa,Democrat,62.6,283
Arkansas,Union,Democrat,59.5,4217
Iowa,Clayton,Democrat,56.9,800
West Virginia,Mason,Democrat,60.0,2990
Missouri,Randolph,Democrat,62.5,1397
South Carolina,Jasper,Democrat,63.2,2549
Missouri,Moniteau,Democrat,60.2,749
Texas,Bexar,Democrat,62.5,113222
Texas,Eastland,Democrat,57.5,293
Virginia,Rockbridge,Democrat,58.4,1578
Georgia,Whitfield,Democrat,60.3,2843
Nebraska,Nuckolls,Democrat,53.1,35
Ohio,Coshocton,Democrat,58.6,2486
Washington,Jefferson,Democrat,54.8,191
Wisconsin,Pierce,Democrat,66.2,5539
Michigan,Kalkaska,Democrat,59.3,1577
New York,Monroe,Democrat,63.0,72026
Missouri,Maries,Democrat,58.8,596
Iowa,Hancock,Democrat,57.1,392
Texas,Hill,Democrat,56.0,1015
Tennessee,Campbell,Democrat,59.7,958
Mississippi,Holmes,Democrat,59.7,3532
Mississippi,Grenada,Democrat,59.7,1879
South Carolina,Chesterfield,Democrat,61.0,2655
Texas,Menard,Democrat,52.3,39
Louisiana,Caldwell,Democrat,60.9,369
West Virginia,Berkeley,Democrat,62.5,7611
North Carolina,Mitchell,Democrat,58.0,764
Indiana,Greene,Democrat,59.4,2550
California,Tuolumne,Democrat,59.7,5474
Virginia,Poquoson,Democrat,59.9,630
Florida,Indian River,Democrat,52.5,10823
New Mexico,Catron,Democrat,51.0,298
Texas,Zapata,Democrat,55.0,2654
West Virginia,Raleigh,Democrat,60.6,8113
Iowa,Monroe,Democrat,57.4,298
Indiana,Clay,Democrat,60.3,1980
Louisiana,Bossier,Democrat,61.9,4106
Oregon,Lane,Democrat,63.5,68655
Nebraska,Custer,Democrat,55.8,57
North Carolina,Cherokee,Democrat,55.4,2045
Idaho,Camas,Democrat,57.0,18
South Dakota,Hanson,Democrat,53.4,180
Florida,Jefferson,Democrat,62.4,2433
Michigan,Presque Isle,Democrat,54.8,1198
Maryland,Carroll,Democrat,62.2,13202
Utah,Emery,Democrat,54.4,92
Indiana,Lake,Democrat,61.0,75984
Wisconsin,Calumet,Democrat,61.3,7041
Virginia,Buena Vista,Democrat,60.6,243
Nebraska,Cheyenne,Democrat,59.7,72
Texas,Wood,Democrat,53.8,944
Florida,Santa Rosa,Democrat,62.9,7540
Oklahoma,Blaine,Democrat,55.8,748
Nebraska,Clay,Democrat,56.6,47
Oregon,Union,Democrat,59.4,2271
Montana,Sanders,Democrat,55.8,992
Mississippi,Attala,Democrat,55.4,1714
Idaho,Washington,Democrat,53.9,106
Virginia,Norton,Democrat,62.3,158
Texas,Uvalde,Democrat,56.2,2502
Illinois,Kane,Democrat,61.2,55148
Texas,Throckmorton,Democrat,53.2,42
Missouri,Texas,Democrat,59.1,1269
Florida,Broward,Democrat,63.2,180857
Texas,Gray,Democrat,59.0,197
North Carolina,Catawba,Democrat,60.8,9871
Mississippi,Union,Democrat,59.1,816
Kentucky,Lyon,Democrat,61.3,1058
Michigan,Ingham,Democrat,67.7,41196
Missouri,Macon,Democrat,55.3,926
Virginia,Henry,Democrat,58.4,2473
Mississippi,Quitman,Democrat,60.1,1128
Oregon,Clatsop,Democrat,61.1,5962
Tennessee,Bedford,Democrat,59.4,1731
Indiana,Union,Democrat,60.3,410
Indiana,Randolph,Democrat,57.8,1592
Texas,Oldham,Democrat,58.0,15
Pennsylvania,York,Democrat,61.7,35978
Kentucky,Hardin,Democrat,62.6,8567
New York,Onondaga,Democrat,62.8,38454
Missouri,LaClede,Democrat,58.4,1664
Florida,Jackson,Democrat,63.2,4638
Nebraska,Thurston,Democrat,52.3,51
Montana,Beaverhead,Democrat,62.2,559
New York,Seneca,Democrat,62.5,2206
Georgia,Gwinnett,Democrat,63.6,56348
Texas,Fort Bend,Democrat,62.7,39013
Iowa,Clarke,Democrat,58.1,400
Pennsylvania,Wyoming,Democrat,61.1,2291
North Carolina,Lee,Democrat,59.7,5472
Georgia,McIntosh,Democrat,59.3,1012
Ohio,Crawford,Democrat,58.5,2485
Nebraska,Sheridan,Democrat,54.0,26
Wisconsin,Walworth,Democrat,62.8,13579
South Dakota,Yankton,Democrat,61.4,1286
Georgia,Telfair,Democrat,67.0,517
Kentucky,Rowan,Democrat,67.3,2533
Ohio,Summit,Democrat,62.1,68325
Ohio,Ross,Democrat,63.1,6177
Alabama,Blount,Democrat,59.4,959
Wisconsin,Buffalo,Democrat,58.9,1973
Oregon,Douglas,Democrat,56.9,10190
Wisconsin,Sawyer,Democrat,56.8,2627
Wisconsin,Dane,Democrat,67.0,163657
South Dakota,Jones,Democrat,57.3,51
Louisiana,Madison,Democrat,62.5,820
Texas,Haskell,Democrat,58.2,252
Alabama,Coosa,Democrat,63.2,1137
Idaho,Bonneville,Democrat,56.6,1039
Nebraska,Seward,Democrat,60.2,207
Maryland,Baltimore,Democrat,62.6,119878
Georgia,Charlton,Democrat,67.7,359
Georgia,Putnam,Democrat,57.2,1077
Idaho,Owyhee,Democrat,57.1,62
California,Calaveras,Democrat,57.2,5022
Georgia,Lamar,Democrat,63.3,1076
Pennsylvania,Washington,Democrat,61.4,26403
Alabama,Wilcox,Democrat,57.5,3747
Oklahoma,Bryan,Democrat,59.4,2963
South Carolina,Beaufort,Democrat,56.0,13512
Wyoming,Campbell,Democrat,64.9,18
Arkansas,Lee,Democrat,63.7,1040
Virginia,Appomattox,Democrat,59.0,663
Texas,San Jacinto,Democrat,57.6,754
Tennessee,Unicoi,Democrat,58.8,516
Missouri,Platte,Democrat,63.1,9787
Idaho,Lewis,Democrat,52.9,39
Montana,Lake,Democrat,56.1,2934
Wisconsin,Menominee,Democrat,54.6,559
Utah,Piute,Democrat,49.6,0
Texas,Real,Democrat,54.2,51
Oklahoma,Coal,Democrat,55.7,592
Illinois,Washington,Democrat,60.9,1004
Georgia,Twiggs,Democrat,61.3,936
California,Napa,Democrat,61.4,12151
Texas,Presidio,Democrat,53.0,1223
Texas,Ellis,Democrat,61.1,5282
Washington,Adams,Democrat,54.5,23
California,Santa Clara,Democrat,64.7,180431
Nebraska,Lincoln,Democrat,58.5,383
Kentucky,Harlan,Democrat,61.0,1543
California,Alameda,Democrat,66.1,198426
Georgia,Rabun,Democrat,56.2,723
Alabama,Covington,Democrat,58.1,925
Indiana,DeKalb,Democrat,60.5,2408
South Dakota,Brookings,Democrat,69.8,1856
South Dakota,Clay,Democrat,70.7,1232
Mississippi,Tunica,Democrat,59.5,1124
North Carolina,Duplin,Democrat,59.3,4486
North Carolina,McDowell,Democrat,60.8,2975
Oregon,Benton,Democrat,68.8,18915
Georgia,Wilkinson,Democrat,59.4,987
Ohio,Butler,Democrat,62.5,23976
Mississippi,Rankin,Democrat,62.4,6045
Indiana,Gibson,Democrat,60.3,2937
Indiana,Wabash,Democrat,59.0,1986
Montana,Broadwater,Democrat,58.5,444
Arkansas,Izard,Democrat,56.8,755
Nebraska,Hall,Democrat,59.1,669
Georgia,Peach,Democrat,64.4,1991
New Mexico,Eddy,Democrat,59.8,2906
Colorado,Jackson,Democrat,61.3,27
Tennessee,Houston,Democrat,58.7,461
Colorado,Mineral,Democrat,60.9,41
Idaho,Teton,Democrat,63.6,395
Oregon,Multnomah,Democrat,68.3,152982
Mississippi,Hancock,Democrat,60.6,1424
Indiana,Hendricks,Democrat,61.8,11771
New York,Nassau,Democrat,61.5,113248
Wisconsin,Portage,Democrat,65.7,14384
Virginia,Norfolk,Democrat,69.8,22672
Idaho,Bannock,Democrat,60.4,1498
Georgia,Treutlen,Democrat,60.5,358
Alabama,Jefferson,Democrat,62.6,81676
South Dakota,Aurora,Democrat,54.0,282
