"state","county","party","weterani_hr","liczba_glosow"
Texas,Uvalde,Democrat,1426,2502
West Virginia,Nicholas,Democrat,1916,3030
Iowa,Clay,Democrat,1360,599
Maryland,Cecil,Democrat,8512,6717
Oregon,Jefferson,Democrat,2020,1666
Michigan,Alger,Democrat,1100,1006
Tennessee,Sequatchie,Democrat,864,479
North Carolina,Camden,Democrat,1087,766
Tennessee,Madison,Democrat,6934,5350
Texas,Mason,Democrat,414,139
Mississippi,Lafayette,Democrat,2287,3787
Ohio,Erie,Democrat,6908,9748
North Carolina,Catawba,Democrat,11011,9871
Oklahoma,Beaver,Democrat,319,146
Texas,Haskell,Democrat,356,252
North Carolina,Washington,Democrat,998,1971
Tennessee,Hickman,Democrat,1897,866
Tennessee,Chester,Democrat,1126,485
Ohio,Pike,Democrat,2244,2285
Michigan,Ontonagon,Democrat,1016,689
Florida,Franklin,Democrat,1235,1312
Georgia,Pickens,Democrat,2768,801
Oklahoma,Muskogee,Democrat,6266,6896
California,Tehama,Democrat,5608,3031
Indiana,Pike,Democrat,1066,1151
Mississippi,Claiborne,Democrat,341,1552
Ohio,Ottawa,Democrat,3602,4578
North Carolina,Avery,Democrat,1417,751
Utah,Uintah,Democrat,1934,174
Iowa,Allamakee,Democrat,1282,600
California,Kern,Democrat,44753,32579
Colorado,Lincoln,Democrat,486,34
Montana,Big Horn,Democrat,630,1107
Texas,Wise,Democrat,4581,1307
South Dakota,McCook,Democrat,471,346
Kentucky,Fulton,Democrat,494,560
Georgia,Montgomery,Democrat,562,359
Louisiana,Jeff Davis,Democrat,2183,1156
Nebraska,Thayer,Democrat,477,58
New Mexico,San Miguel,Democrat,2443,5759
Mississippi,Neshoba,Democrat,1721,1177
Georgia,Clay,Democrat,234,341
Mississippi,DeSoto,Democrat,11011,7360
Michigan,Marquette,Democrat,6516,8718
South Dakota,Dewey,Democrat,309,523
Texas,Hidalgo,Democrat,23155,56170
Texas,Kleberg,Democrat,2247,2368
Kentucky,Whitley,Democrat,2459,931
Colorado,Fremont,Democrat,5491,461
Michigan,Newaygo,Democrat,4144,3429
Arkansas,Hempstead,Democrat,1556,950
Illinois,Gallatin,Democrat,457,1194
Arkansas,Scott,Democrat,961,457
Texas,Hudspeth,Democrat,184,244
New York,Madison,Democrat,5824,4226
Illinois,Lake,Democrat,35286,94105
Tennessee,DeKalb,Democrat,1334,927
Texas,Deaf Smith,Democrat,690,286
Iowa,Lee,Democrat,3552,1699
Indiana,LaPorte,Democrat,8961,13451
Florida,Nassau,Democrat,9109,4970
Georgia,Meriwether,Democrat,1383,1700
Louisiana,Morehouse,Democrat,2068,1811
Missouri,Madison,Democrat,1038,680
Wisconsin,Buffalo,Democrat,1092,1973
Wyoming,Albany,Democrat,2289,33
Missouri,St. Louis County,Democrat,70308,160507
Texas,Randall,Democrat,9293,3065
Florida,Calhoun,Democrat,1598,982
New York,Rockland,Democrat,11742,28038
North Carolina,Rockingham,Democrat,6818,7464
Nebraska,Stanton,Democrat,317,54
Alabama,Colbert,Democrat,4376,5221
Kentucky,Christian,Democrat,6986,4373
Texas,Loving,Democrat,2,8
Indiana,Tippecanoe,Democrat,9517,15578
Kentucky,Graves,Democrat,2616,4262
Missouri,Livingston,Democrat,1301,795
Missouri,Wright,Democrat,1597,787
Oregon,Coos,Democrat,8013,7900
Illinois,Union,Democrat,1591,2073
Nebraska,Jefferson,Democrat,641,99
Tennessee,Weakley,Democrat,2653,1312
Nebraska,Sioux,Democrat,130,21
North Carolina,Bertie,Democrat,1199,2821
North Carolina,Gates,Democrat,1129,1105
Texas,Collin,Democrat,42843,39673
Illinois,Washington,Democrat,1446,1004
Iowa,Clarke,Democrat,695,400
South Carolina,Georgetown,Democrat,6091,6277
Georgia,Cook,Democrat,1147,751
South Carolina,Cherokee,Democrat,3620,2384
Mississippi,Perry,Democrat,917,478
Montana,Dawson,Democrat,825,459
Colorado,Rio Blanco,Democrat,556,26
Nebraska,Clay,Democrat,500,47
Nebraska,Blaine,Democrat,46,9
Oregon,Wasco,Democrat,2450,3054
