"state","county","party","weterani_hr","liczba_glosow"
Mississippi,Lauderdale,Republican,6565,10121
California,Ventura,Republican,47834,49779
Nebraska,Sherman,Republican,256,362
Kentucky,Daviess,Republican,7461,4654
Kentucky,Jessamine,Republican,3237,3961
Maryland,Cecil,Republican,8512,11540
Kentucky,Montgomery,Republican,1618,1130
Wisconsin,Chippewa,Republican,5444,12473
Texas,Reagan,Republican,93,709
Virginia,Bath,Republican,396,589
Georgia,Dooly,Republican,1214,1038
Texas,Schleicher,Republican,169,499
Nevada,Nye,Republican,7469,1715
Oklahoma,Muskogee,Republican,6266,4968
Idaho,Teton,Republican,420,1000
South Carolina,Oconee,Republican,7307,15581
Texas,Gaines,Republican,472,2361
New Mexico,Valencia,Republican,7548,3422
Alabama,Lawrence,Republican,1891,6662
Illinois,Morgan,Republican,2997,5977
North Carolina,Forsyth,Republican,25296,40509
Virginia,Middlesex,Republican,1259,1894
Texas,Martin,Republican,236,919
Ohio,Putnam,Republican,2015,10336
Montana,Granite,Republican,402,592
New York,Cayuga,Republican,6608,6102
Mississippi,Yalobusha,Republican,929,1827
Nebraska,Richardson,Republican,825,970
Illinois,Pulaski,Republican,552,805
Illinois,Johnson,Republican,1352,3028
Nebraska,Pierce,Republican,709,863
West Virginia,Calhoun,Republican,635,536
Iowa,Jefferson,Republican,1561,848
Missouri,Sullivan,Republican,444,967
North Carolina,Buncombe,Republican,20486,26577
South Carolina,Barnwell,Republican,1535,2588
California,Mendocino,Republican,6798,2155
Georgia,Lumpkin,Republican,2423,5832
Oklahoma,Love,Republican,645,509
Ohio,Richland,Republican,10676,24081
Texas,Karnes,Republican,1196,1186
South Dakota,Lawrence,Republican,2459,2626
Nebraska,Washington,Republican,1809,3235
Mississippi,Hinds,Republican,14001,17226
North Carolina,Pitt,Republican,9662,14930
Indiana,Blackford,Republican,1135,1920
Mississippi,Simpson,Republican,1709,4501
Indiana,Floyd,Republican,6110,12997
New York,Jefferson,Republican,10847,8713
Nebraska,Boyd,Republican,219,438
California,Del Norte,Republican,2770,1828
Mississippi,Jasper,Republican,1001,2240
Missouri,Madison,Republican,1038,1919
Texas,Coryell,Republican,9150,7252
Georgia,Jefferson,Republican,1109,1694
Wisconsin,Dodge,Republican,6642,19474
Virginia,Isle of Wight,Republican,4170,5940
Kentucky,Taylor,Republican,1469,2205
Michigan,Ottawa,Republican,14254,56980
West Virginia,Ohio,Republican,3745,5092
Texas,Aransas,Republican,2853,4973
Georgia,Upson,Republican,1945,3871
Georgia,Houston,Republican,18505,18888
Illinois,Massac,Republican,1263,2943
North Carolina,Lenoir,Republican,4369,4841
California,Yuba,Republican,6420,3726
South Dakota,Potter,Republican,242,756
Washington,Grays Harbor,Republican,7534,5221
Nevada,Esmeralda,Republican,108,73
Maryland,Calvert,Republican,8561,10498
Utah,Sevier,Republican,1266,1573
South Carolina,Bamberg,Republican,1329,1200
North Carolina,Edgecombe,Republican,3909,2483
Illinois,Champaign,Republican,10682,25268
Texas,Reeves,Republican,603,122
Kentucky,Johnson,Republican,1374,1962
Georgia,Haralson,Republican,1916,5620
Missouri,DeKalb,Republican,1277,1750
Louisiana,Beauregard,Republican,3488,2868
Nebraska,Howard,Republican,608,742
Virginia,Lynchburg,Republican,5488,10177
Virginia,Wythe,Republican,2201,3461
Texas,Brewster,Republican,696,1143
Texas,Camp,Republican,997,1919
Texas,Hartley,Republican,472,1066
Missouri,St. Francois,Republican,6026,8339
California,Monterey,Republican,21572,10947
Texas,Lamb,Republican,597,2385
Alabama,Lowndes,Republican,626,834
Oklahoma,Garfield,Republican,5419,8935
Montana,Teton,Republican,607,1060
Idaho,Bonner,Republican,4676,6638
South Carolina,Orangeburg,Republican,6482,6680
Illinois,Jefferson,Republican,3407,6941
Missouri,Cedar,Republican,1478,3043
Texas,Wilbarger,Republican,896,2233
Texas,Lampasas,Republican,3231,3733
Maryland,Baltimore City,Republican,35446,8382
Nebraska,Otoe,Republican,1209,1915
Georgia,Baldwin,Republican,3079,4444
Georgia,Irwin,Republican,923,1504
South Dakota,Grant,Republican,586,1249
Oklahoma,Kay,Republican,3822,6287
Iowa,Union,Republican,1014,702
Virginia,Pittsylvania,Republican,5165,8349
Georgia,Lincoln,Republican,732,1659
Virginia,Cumberland,Republican,847,1378
Wisconsin,Green Lake,Republican,1529,4564
Utah,Beaver,Republican,383,363
Florida,Miami-Dade,Republican,60168,173418
Iowa,Clarke,Republican,695,557
North Carolina,Madison,Republican,1502,2356
Pennsylvania,Monroe,Republican,13411,14150
Virginia,Gloucester,Republican,4457,6519
Georgia,Clayton,Republican,18030,7625
Michigan,Wexford,Republican,2940,5554
New Jersey,Camden,Republican,29784,17728
Indiana,Fountain,Republican,1261,4277
Indiana,Lake,Republican,32821,43634
Virginia,Fredericksburg,Republican,1934,2231
Montana,Broadwater,Republican,708,1198
Nebraska,Lancaster,Republican,19683,24638
Texas,Jim Hogg,Republican,304,42
Tennessee,Lake,Republican,563,575
Texas,Jeff Davis,Republican,259,496
Georgia,Richmond,Republican,20693,14891
Washington,Columbia,Republican,408,767
Missouri,Dunklin,Republican,2353,3110
Ohio,Clermont,Republican,14613,41991
Indiana,Vermillion,Republican,1544,2442
Georgia,Cobb,Republican,44559,110737
Texas,Zavala,Republican,422,0
Iowa,Marshall,Republican,3538,2324
South Carolina,Kershaw,Republican,5443,10686
Indiana,Fulton,Republican,1634,4269
Wisconsin,Racine,Republican,14054,35723
Texas,Brown,Republican,3439,8281
West Virginia,Roane,Republican,1206,1780
Iowa,Palo Alto,Republican,782,432
Michigan,Washtenaw,Republican,16860,35524
Georgia,Columbia,Republican,13290,26228
Virginia,Warren,Republican,3584,5117
Montana,Phillips,Republican,385,1252
Pennsylvania,Cumberland,Republican,20999,42860
New York,Cattaraugus,Republican,7167,6074
Texas,Lipscomb,Republican,235,985
Georgia,Terrell,Republican,668,1137
Arkansas,Pike,Republican,862,1477
Utah,Davis,Republican,20019,25644
Mississippi,Choctaw,Republican,632,1557
Maryland,Queen Anne's,Republican,4180,7853
Mississippi,Madison,Republican,5516,17624
Missouri,Putnam,Republican,506,1015
Texas,Carson,Republican,472,1498
Mississippi,Jeff Davis,Republican,600,1305
New York,Essex,Republican,3694,3596
Texas,Erath,Republican,2299,6752
Georgia,Lanier,Republican,784,893
Pennsylvania,Lehigh,Republican,23497,36765
Idaho,Latah,Republican,2141,3839
Iowa,Monroe,Republican,645,541
Texas,Clay,Republican,849,2817
Wisconsin,Trempealeau,Republican,2116,4722
Texas,Kimble,Republican,410,1100
Maryland,Caroline,Republican,2878,3657
Oklahoma,Comanche,Republican,15672,8050
Michigan,Baraga,Republican,835,1000
Mississippi,Sunflower,Republican,1321,1437
Michigan,Schoolcraft,Republican,892,1066
Virginia,Northumberland,Republican,1710,2392
Illinois,Gallatin,Republican,457,553
Illinois,Madison,Republican,23227,35272
Texas,Throckmorton,Republican,137,413
Georgia,Lee,Republican,2267,5885
Montana,Toole,Republican,722,1023
Louisiana,Calcasieu,Republican,14352,11791
Missouri,Pemiscot,Republican,1264,1957
Michigan,Mecosta,Republican,3475,5357
Iowa,Greene,Republican,821,546
Alabama,Walker,Republican,5353,14883
Virginia,Henry,Republican,4277,5754
Arkansas,Saint Francis,Republican,1905,1415
Florida,Dixie,Republican,2085,1689
Wisconsin,Langlade,Republican,1902,4607
South Dakota,Haakon,Republican,119,494
Alabama,Chilton,Republican,3308,10404
Georgia,Atkinson,Republican,540,934
Georgia,Charlton,Republican,1247,1236
New Mexico,Lea,Republican,3814,3683
Wisconsin,Pepin,Republican,557,1307
Georgia,Murray,Republican,2122,5315
Iowa,Appanoose,Republican,1045,839
Texas,Borden,Republican,50,302
Kentucky,Boyd,Republican,4336,1920
Wisconsin,Polk,Republican,3641,7347
New Mexico,Luna,Republican,2177,1345
New Jersey,Somerset,Republican,13757,22342
South Carolina,Newberry,Republican,2679,5883
Texas,Pecos,Republican,825,1211
Michigan,Presque Isle,Republican,1503,2079
Kentucky,Jackson,Republican,739,1114
Indiana,Starke,Republican,1825,3656
Georgia,Newton,Republican,7341,12637
Washington,Wahkiakum,Republican,422,617
Maryland,Baltimore,Republican,58028,60748
Alabama,DeKalb,Republican,4371,12847
Georgia,Brantley,Republican,1327,2323
North Carolina,Lee,Republican,4728,5539
Mississippi,Claiborne,Republican,341,220
Texas,Callahan,Republican,1359,3234
Oregon,Grant,Republican,894,1859
Ohio,Highland,Republican,3578,7727
Ohio,Morgan,Republican,1319,3201
Georgia,Spalding,Republican,5072,9825
Georgia,Fayette,Republican,11491,24365
Texas,Montague,Republican,1847,4536
Texas,Angelina,Republican,6425,13075
Florida,Hardee,Republican,1388,2121
Texas,Hall,Republican,231,492
Ohio,Monroe,Republican,1440,1981
Missouri,Mercer,Republican,364,733
Nebraska,Keya Paha,Republican,58,249
Texas,Donley,Republican,292,785
North Carolina,Johnston,Republican,12752,23933
West Virginia,Wirt,Republican,529,535
Missouri,Randolph,Republican,2006,4040
Illinois,Kane,Republican,24660,58789
Nebraska,Brown,Republican,343,667
Texas,San Augustine,Republican,901,1944
North Carolina,Burke,Republican,6383,10932
Florida,Monroe,Republican,7691,10802
Michigan,Charlevoix,Republican,2356,4731
Michigan,Calhoun,Republican,11349,14997
California,Sierra,Republican,440,562
Texas,Potter,Republican,7520,10716
Iowa,Mahaska,Republican,1481,1959
North Carolina,Stokes,Republican,3175,7998
Nevada,Lander,Republican,530,414
Arkansas,Pope,Republican,4459,9315
Virginia,Giles,Republican,1323,2194
South Dakota,Corson,Republican,316,178
Michigan,Antrim,Republican,2378,4619
Iowa,Delaware,Republican,1200,894
Texas,Dickens,Republican,220,540
Pennsylvania,Montour,Republican,1523,2871
Missouri,LaClede,Republican,3365,7485
Tennessee,Anderson,Republican,7105,10513
Florida,Martin,Republican,16999,30310
Georgia,Hart,Republican,2148,4161
Idaho,Lewis,Republican,468,672
Ohio,Delaware,Republican,10274,51107
Oregon,Crook,Republican,2788,4186
Arkansas,Garland,Republican,10575,15310
Texas,Fisher,Republican,293,552
Wisconsin,Iowa,Republican,1573,3935
Texas,Walker,Republican,5028,8248
North Carolina,Jackson,Republican,3137,3981
Michigan,Monroe,Republican,11417,20746
Arizona,Pima,Republican,92409,69795
Texas,Culberson,Republican,143,78
Virginia,Falls Church,Republican,686,1548
Ohio,Tuscarawas,Republican,7697,14302
Indiana,Orange,Republican,1416,4045
Iowa,Fayette,Republican,1717,1000
Kentucky,Menifee,Republican,478,206
Nebraska,Thurston,Republican,400,328
Arkansas,Ashley,Republican,1370,1419
Oklahoma,Pawnee,Republican,1529,1940
New York,Bronx,Republican,34498,6316
Kentucky,Barren,Republican,2483,2262
North Carolina,Gaston,Republican,15458,24777
Virginia,Galax,Republican,559,599
West Virginia,Webster,Republican,662,471
Iowa,Marion,Republican,2484,2872
Oregon,Washington,Republican,32864,41003
Nebraska,Loup,Republican,67,136
Illinois,Ogle,Republican,4112,10803
Ohio,Hocking,Republican,2873,4774
North Carolina,Wake,Republican,54713,117601
West Virginia,Pleasants,Republican,674,1057
Indiana,Jasper,Republican,2515,6517
Arkansas,Monroe,Republican,629,411
Michigan,Osceola,Republican,2282,4027
Texas,Washington,Republican,2401,6565
Indiana,Greene,Republican,3065,6764
Alabama,Franklin,Republican,1860,4104
Texas,Dimmit,Republican,433,100
Michigan,Iron,Republican,1476,1766
Utah,Sanpete,Republican,1729,1859
West Virginia,Boone,Republican,1788,1518
California,Glenn,Republican,1514,2011
Oklahoma,Dewey,Republican,348,841
New Mexico,Cibola,Republican,1858,866
Virginia,Alexandria,Republican,10810,13344
Louisiana,Terrebonne,Republican,6730,6701
Michigan,Huron,Republican,2670,5167
California,Sonoma,Republican,33151,23061
Alabama,Monroe,Republican,1237,3701
Missouri,Ripley,Republican,1317,2225
Georgia,Heard,Republican,863,1912
Indiana,Wabash,Republican,2489,7346
Alabama,Tuscaloosa,Republican,12198,30465
Missouri,Grundy,Republican,819,1893
Pennsylvania,Tioga,Republican,4129,7004
Ohio,Erie,Republican,6908,12473
Texas,Freestone,Republican,1756,4561
Ohio,Hamilton,Republican,52374,138705
Nevada,Storey,Republican,630,375
Iowa,Polk,Republican,26762,31065
Mississippi,Wayne,Republican,1178,3261
Oregon,Deschutes,Republican,15475,21008
Texas,Somervell,Republican,774,2367
Ohio,Miami,Republican,8546,26150
Nebraska,Jefferson,Republican,641,769
Washington,King,Republican,119707,87575
Virginia,Accomack,Republican,3255,4279
Texas,King,Republican,6,109
Washington,Cowlitz,Republican,10484,10495
Mississippi,Quitman,Republican,483,390
Iowa,Jones,Republican,1948,1034
Texas,Anderson,Republican,4592,8276
Michigan,Ingham,Republican,16206,25887
Mississippi,George,Republican,1630,4547
Tennessee,Jefferson,Republican,4980,8706
Iowa,Iowa,Republican,1044,1033
Texas,Hays,Republican,10834,19490
Michigan,Luce,Republican,597,869
Florida,Alachua,Republican,17015,23335
Pennsylvania,Berks,Republican,29566,46981
Texas,Real,Republican,392,1328
Pennsylvania,Philadelphia,Republican,74487,42263
Texas,Bell,Republican,43424,29843
Georgia,Stewart,Republican,330,371
Pennsylvania,Huntingdon,Republican,3902,8091
North Carolina,Henderson,Republican,11432,20234
Missouri,Lafayette,Republican,2654,5800
Georgia,Oglethorpe,Republican,1117,2745
Michigan,Lake,Republican,1272,1521
Georgia,Bryan,Republican,3253,5592
Virginia,Pulaski,Republican,3188,4147
Tennessee,McNairy,Republican,2212,3679
Ohio,Harrison,Republican,1581,2697
Louisiana,Ouachita,Republican,10139,11798
Pennsylvania,Lycoming,Republican,10578,20446
South Carolina,Sumter,Republican,11981,11173
Georgia,Rockdale,Republican,6602,9113
New York,Rockland,Republican,11742,14038
Wisconsin,Monroe,Republican,5231,7516
Texas,Milam,Republican,1921,3957
Oklahoma,Cleveland,Republican,21755,35320
New York,Putnam,Republican,5047,8181
Indiana,Decatur,Republican,1959,5742
Arkansas,Clay,Republican,1230,814
California,Sacramento,Republican,94398,55357
Kentucky,Graves,Republican,2616,1335
Arizona,Mohave,Republican,26193,19921
Pennsylvania,Columbia,Republican,5124,8467
Texas,Collingsworth,Republican,204,555
Oklahoma,Noble,Republican,988,1841
Arkansas,Yell,Republican,1426,2374
Ohio,Wyandot,Republican,1619,4505
Iowa,Henry,Republican,1575,1212
Idaho,Canyon,Republican,13416,22868
North Carolina,Wilson,Republican,6104,7496
Arkansas,Greene,Republican,3801,5712
Nebraska,Wheeler,Republican,71,114
California,Santa Barbara,Republican,26102,23240
Missouri,Gasconade,Republican,1329,3049
Alabama,Marshall,Republican,7192,18092
New Mexico,Santa Fe,Republican,11185,4053
Kentucky,Mason,Republican,1165,671
Texas,Fort Bend,Republican,26189,67097
Indiana,Marion,Republican,57036,99025
Mississippi,Perry,Republican,917,1303
South Carolina,McCormick,Republican,1155,1816
New York,Ulster,Republican,11977,9327
Oregon,Klamath,Republican,7894,11385
Kentucky,Harlan,Republican,2176,438
Virginia,Northampton,Republican,1133,1367
Georgia,Lamar,Republican,1568,3021
Mississippi,Winston,Republican,1102,2449
Alabama,Macon,Republican,1662,728
Virginia,Chesapeake,Republican,25990,28443
Texas,Delta,Republican,548,1220
Missouri,Crawford,Republican,2598,4018
New York,Albany,Republican,18471,13268
Mississippi,Sharkey,Republican,294,402
Florida,Hendry,Republican,1820,2556
New York,Tompkins,Republican,4764,4568
Texas,Brazos,Republican,8937,24634
Virginia,Amherst,Republican,2551,4433
Louisiana,West Baton Rouge,Republican,1365,1502
Oklahoma,Logan,Republican,3592,7668
North Carolina,Onslow,Republican,22379,16682
Texas,Motley,Republican,74,435
Kentucky,Edmonson,Republican,943,982
Pennsylvania,Butler,Republican,15172,33966
Iowa,Clay,Republican,1360,1024
Illinois,Will,Republican,34224,81484
Tennessee,Washington,Republican,11882,18723
Alabama,Escambia,Republican,2995,5602
Ohio,Holmes,Republican,1554,5557
Kentucky,Washington,Republican,701,581
Oklahoma,Rogers,Republican,8477,15533
West Virginia,Wetzel,Republican,1486,1323
Virginia,Tazewell,Republican,3265,5850
Florida,Baker,Republican,1979,3973
Missouri,Stone,Republican,3752,8039
Wisconsin,Oneida,Republican,4223,8721
Texas,El Paso,Republican,49258,27892
Louisiana,Assumption,Republican,1560,730
West Virginia,Monongalia,Republican,5456,7765
Iowa,Poweshiek,Republican,1296,983
Texas,Dallas,Republican,106414,169955
New York,Dutchess,Republican,18958,19324
Michigan,Dickinson,Republican,2815,4162
Illinois,Montgomery,Republican,2871,5025
Mississippi,Warren,Republican,2786,5831
Illinois,Winnebago,Republican,21278,37246
Idaho,Camas,Republican,133,290
Utah,Juab,Republican,534,843
Kentucky,Fayette,Republican,17908,14643
Louisiana,Concordia,Republican,1387,1385
Missouri,Callaway,Republican,3710,7352
California,Tulare,Republican,18289,18170
Missouri,Ozark,Republican,1374,2123
Florida,Orange,Republican,66314,99719
Arkansas,Cleveland,Republican,630,1460
Maryland,Kent,Republican,1872,2245
Alabama,Lauderdale,Republican,7000,17221
Florida,Jefferson,Republican,1753,1528
Oregon,Douglas,Republican,13624,16133
Ohio,Marion,Republican,5535,10762
North Carolina,Cleveland,Republican,6802,10200
South Dakota,Lake,Republican,961,946
Missouri,Dent,Republican,1554,3193
Kentucky,Bath,Republican,586,292
Michigan,Wayne,Republican,105562,130684
Alabama,Calhoun,Republican,11385,19377
West Virginia,Clay,Republican,688,670
Ohio,Paulding,Republican,1511,3983
West Virginia,Mineral,Republican,2486,4022
New York,Hamilton,Republican,626,976
Alabama,Randolph,Republican,1598,4437
Georgia,Elbert,Republican,1546,2990
Texas,Lee,Republican,1392,3159
Pennsylvania,Armstrong,Republican,6204,11041
Illinois,Whiteside,Republican,5000,6697
Maryland,Talbot,Republican,4164,5436
Oregon,Marion,Republican,25842,26622
Ohio,Crawford,Republican,3532,8247
North Carolina,Beaufort,Republican,3994,6933
Illinois,Perry,Republican,1880,3075
Missouri,Barton,Republican,991,2819
Illinois,Marion,Republican,3473,5831
Oregon,Coos,Republican,8013,7575
Iowa,Allamakee,Republican,1282,686
South Carolina,Edgefield,Republican,2160,4007
South Dakota,McCook,Republican,471,501
Texas,Runnels,Republican,877,2299
Tennessee,Clay,Republican,499,1029
Georgia,Putnam,Republican,2025,3985
Texas,Young,Republican,1345,4045
Texas,Rusk,Republican,4364,8983
Texas,Wood,Republican,4876,10579
Tennessee,Robertson,Republican,4758,9754
Illinois,Jersey,Republican,2436,3892
Michigan,Gratiot,Republican,3063,4620
Texas,Frio,Republican,935,364
Wisconsin,Vernon,Republican,2341,4950
Maryland,Allegany,Republican,6754,9214
Iowa,Madison,Republican,1365,1346
Nebraska,Scotts Bluff,Republican,3008,3578
West Virginia,Fayette,Republican,3924,3021
Texas,Loving,Republican,2,29
North Carolina,Bladen,Republican,2164,2391
North Carolina,Sampson,Republican,4359,6806
Mississippi,Tippah,Republican,1274,3898
Illinois,Woodford,Republican,2681,10310
New Mexico,Los Alamos,Republican,1809,1333
Nebraska,Dawson,Republican,1364,2689
North Carolina,Clay,Republican,1365,2457
Iowa,Story,Republican,4787,7525
Arizona,Coconino,Republican,8084,6909
California,Butte,Republican,18453,18594
Montana,Lake,Republican,2885,3501
Illinois,Vermilion,Republican,7337,10836
Oklahoma,Mayes,Republican,3651,4402
Texas,Nueces,Republican,28867,27155
Utah,Morgan,Republican,725,1148
Alabama,Autauga,Republican,5922,11839
Mississippi,Greene,Republican,1153,2104
Michigan,Midland,Republican,5991,13501
Louisiana,St. John the Baptist,Republican,2525,1362
Illinois,Edwards,Republican,556,1823
Illinois,Grundy,Republican,3472,7492
Nebraska,Garden,Republican,245,455
New York,Livingston,Republican,4932,6594
North Carolina,Lincoln,Republican,5983,13439
Louisiana,Claiborne,Republican,1151,947
Maryland,Prince George's,Republican,61842,12289
Nebraska,Saline,Republican,912,840
Indiana,Ohio,Republican,553,1176
California,Modoc,Republican,996,1159
Arkansas,Craighead,Republican,6727,12007
Indiana,Tippecanoe,Republican,9517,22461
Oklahoma,Jefferson,Republican,470,377
Georgia,Jeff Davis,Republican,773,2242
Indiana,White,Republican,2075,5191
Iowa,Johnson,Republican,6630,7223
Texas,Bastrop,Republican,6672,10323
Utah,Washington,Republican,10729,12525
Tennessee,Dickson,Republican,3865,6136
Texas,McLennan,Republican,16215,29943
Texas,Armstrong,Republican,187,710
Louisiana,St. Helena,Republican,754,537
Florida,Nassau,Republican,9109,17562
Washington,Stevens,Republican,5529,6024
Michigan,Otsego,Republican,2179,4115
Virginia,Caroline,Republican,2747,3194
Indiana,Ripley,Republican,2351,5777
New York,Sullivan,Republican,5849,3716
Virginia,Lee,Republican,1823,2019
Missouri,Howard,Republican,842,1704
Nebraska,Morrill,Republican,377,914
New York,Delaware,Republican,4079,4537
Nevada,Churchill,Republican,3528,1343
Michigan,Ontonagon,Republican,1016,1026
Indiana,Monroe,Republican,7448,14447
Indiana,Spencer,Republican,1873,4020
Oklahoma,Okmulgee,Republican,3379,3072
Mississippi,Newton,Republican,1839,3756
North Carolina,Robeson,Republican,7453,3910
Washington,Kittitas,Republican,3622,3901
Georgia,Jasper,Republican,872,2459
Alabama,Lamar,Republican,1127,3415
Virginia,Suffolk,Republican,10741,9367
Maryland,Garrett,Republican,2287,5925
Oregon,Sherman,Republican,235,383
Ohio,Geauga,Republican,6391,23441
Mississippi,Lincoln,Republican,2037,6046
New Jersey,Morris,Republican,23769,50681
Tennessee,Van Buren,Republican,480,890
Michigan,Livingston,Republican,12150,37406
Ohio,Sandusky,Republican,4708,11496
Maryland,Carroll,Republican,13155,28709
Ohio,Carroll,Republican,2419,5595
Texas,Hidalgo,Republican,23155,17949
Washington,Chelan,Republican,5741,7003
South Dakota,Brookings,Republican,2034,1609
Nebraska,Thayer,Republican,477,684
Michigan,Kent,Republican,34393,95031
West Virginia,Marion,Republican,5029,4777
Ohio,Mercer,Republican,3104,10243
Tennessee,Lauderdale,Republican,1811,2278
Kentucky,Hancock,Republican,858,493
California,San Benito,Republican,2715,1830
Montana,McCone,Republican,181,464
Alabama,St. Clair,Republican,6928,18971
Ohio,Greene,Republican,17876,35988
Ohio,Cuyahoga,Republican,86580,139409
Tennessee,Sumner,Republican,12953,25913
Idaho,Power,Republican,478,845
Mississippi,Lamar,Republican,3884,11125
Georgia,Berrien,Republican,1453,2767
Virginia,Portsmouth,Republican,10778,6759
Tennessee,Grainger,Republican,1580,3400
Pennsylvania,Elk,Republican,2887,3841
Georgia,Appling,Republican,1009,3053
Texas,Bandera,Republican,3116,5073
Alabama,Elmore,Republican,8364,17412
Utah,Utah,Republican,17282,40586
New Mexico,Sandoval,Republican,14229,7335
Illinois,Stark,Republican,484,1132
South Carolina,Lee,Republican,1131,1566
West Virginia,Monroe,Republican,1055,1785
Louisiana,DeSoto,Republican,2243,1990
Ohio,Allen,Republican,8285,20055
Texas,Cass,Republican,2980,5263
Oregon,Clatsop,Republican,3979,3419
Texas,Kaufman,Republican,6981,16859
Indiana,Cass,Republican,3138,6714
Virginia,Salem,Republican,2222,3520
Missouri,Pike,Republican,1843,2615
Ohio,Pickaway,Republican,4346,10579
Kentucky,Oldham,Republican,4487,6164
Ohio,Warren,Republican,15059,52448
Texas,Nolan,Republican,1008,2862
New York,Niagara,Republican,17481,16214
Illinois,Iroquois,Republican,2385,6388
Oklahoma,Nowata,Republican,928,1258
North Carolina,Guilford,Republican,31377,52022
New York,Onondaga,Republican,30551,31527
Alabama,Cullman,Republican,6167,20557
Mississippi,Copiah,Republican,1785,3596
Kentucky,Clark,Republican,2662,2140
Arkansas,Calhoun,Republican,391,405
Florida,St. Johns,Republican,19172,49596
Kentucky,Gallatin,Republican,721,288
Washington,Adams,Republican,868,1123
Kentucky,Pulaski,Republican,4696,6622
Texas,Hood,Republican,6011,13734
Illinois,McDonough,Republican,2407,4198
South Dakota,Meade,Republican,3276,3128
Virginia,Hopewell,Republican,1879,1751
Pennsylvania,Indiana,Republican,7074,11817
Nebraska,Greeley,Republican,280,212
Louisiana,Vernon,Republican,6560,2517
South Dakota,Hand,Republican,282,555
Oklahoma,Harmon,Republican,219,174
Iowa,Webster,Republican,3109,1591
Kentucky,Owen,Republican,678,495
California,San Diego,Republican,234211,153102
New Mexico,Otero,Republican,8882,4094
Texas,Concho,Republican,267,645
Texas,Victoria,Republican,6105,11751
Illinois,Edgar,Republican,1640,3520
Illinois,Carroll,Republican,1395,3292
Pennsylvania,Westmoreland,Republican,33249,51093
Oklahoma,Sequoyah,Republican,3147,2709
Utah,Salt Lake,Republican,49590,46723
New Jersey,Cumberland,Republican,8555,5980
Kentucky,Pendleton,Republican,896,711
South Dakota,Jones,Republican,111,236
Georgia,Colquitt,Republican,2367,5846
Tennessee,Scott,Republican,1172,2214
South Dakota,Hughes,Republican,1316,2562
Texas,Cherokee,Republican,3552,8292
Texas,Jack,Republican,755,1841
Illinois,Crawford,Republican,1805,3476
West Virginia,Cabell,Republican,7903,7854
North Carolina,Cumberland,Republican,42332,21996
Texas,Rockwall,Republican,5062,16636
Arkansas,Drew,Republican,983,2113
Arkansas,Lincoln,Republican,901,1322
Tennessee,Fentress,Republican,1408,2862
Indiana,Wayne,Republican,5746,10074
Texas,Hopkins,Republican,2731,6668
Texas,Coleman,Republican,799,2189
Montana,Golden Valley,Republican,70,241
West Virginia,Gilmer,Republican,746,505
Arkansas,Little River,Republican,1218,1298
Kentucky,Carlisle,Republican,398,201
Florida,Walton,Republican,6636,12478
Arkansas,Miller,Republican,3406,6707
Indiana,Perry,Republican,1406,2414
Florida,Indian River,Republican,15463,27381
Texas,Montgomery,Republican,32099,88248
Ohio,Madison,Republican,3432,7955
Wisconsin,Grant,Republican,3248,8262
New Jersey,Warren,Republican,7042,12234
South Dakota,Buffalo,Republican,79,48
Iowa,O'Brien,Republican,1117,1216
Nebraska,Deuel,Republican,238,337
Missouri,Carter,Republican,572,1136
Virginia,Surry,Republican,702,789
Oklahoma,Kiowa,Republican,829,776
Texas,Fannin,Republican,3299,5580
Virginia,Halifax,Republican,2721,3938
North Carolina,Yancey,Republican,1297,2772
Ohio,Athens,Republican,3614,6044
Illinois,Clay,Republican,1054,2600
New York,Herkimer,Republican,5622,6734
Nebraska,Sioux,Republican,130,297
Virginia,Sussex,Republican,1114,881
Virginia,Montgomery,Republican,4888,9746
Georgia,Pierce,Republican,1398,3276
Tennessee,Wayne,Republican,1299,2158
South Dakota,Hyde,Republican,120,132
Georgia,Fannin,Republican,2322,5571
Mississippi,Carroll,Republican,466,2017
Indiana,Jay,Republican,1392,3958
Kentucky,Hickman,Republican,372,334
California,Tuolumne,Republican,5375,5815
Texas,Brazoria,Republican,20900,38060
Illinois,Lake,Republican,35286,83409
Georgia,Douglas,Republican,10690,16073
Michigan,Genesee,Republican,29730,37940
California,Marin,Republican,15439,9323
Iowa,Humboldt,Republican,934,605
California,Amador,Republican,4631,4256
North Carolina,Transylvania,Republican,3710,5575
Ohio,Summit,Republican,40983,153957
Georgia,Clinch,Republican,479,784
Pennsylvania,Chester,Republican,31143,74428
Georgia,Forsyth,Republican,10111,41757
Illinois,Pope,Republican,435,994
Montana,Judith Basin,Republican,242,525
South Carolina,Jasper,Republican,1604,3001
West Virginia,Hampshire,Republican,1448,2621
South Dakota,Douglas,Republican,276,412
Alabama,Clay,Republican,1076,3878
Kentucky,Boyle,Republican,2087,1715
Kentucky,Harrison,Republican,1562,696
Iowa,Grundy,Republican,894,946
Louisiana,Lincoln,Republican,2587,3096
Virginia,Greensville,Republican,1002,689
Michigan,Oscoda,Republican,1095,1411
Arkansas,Bradley,Republican,765,1663
Illinois,Tazewell,Republican,10732,26457
Texas,Howard,Republican,2843,3657
New York,Franklin,Republican,4002,2464
West Virginia,Mingo,Republican,1422,1239
Illinois,Schuyler,Republican,841,1508
West Virginia,Brooke,Republican,2045,2288
