"county","state","party","wielkość_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Garrard,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Saunders,Nebraska,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Meigs,Ohio,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Arkansas,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bienville,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Duchesne,Utah,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Wayne,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Buffalo,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
LaSalle,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cheboygan,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Yalobusha,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Giles,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Newton,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Elmore,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pulaski,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Clarke,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Marengo,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Dallas,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Marion,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wells,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Burnett,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Scott,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Nottoway,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Greene,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pike,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Worth,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fountain,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Metcalfe,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Covington,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Torrance,New Mexico,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bond,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Grundy,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Knott,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Delaware,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Upshur,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fairfax City,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Holmes,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Codington,South Dakota,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Spencer,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
DeWitt,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Holmes,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Randolph,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Richland,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Ouachita,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lyon,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Butts,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Martinsville,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Mason,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Oglala Lakota,South Dakota,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Wyandot,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Conway,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Vinton,Ohio,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fayette,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Anson,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hutchinson,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
San Juan,Washington,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Powhatan,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Perry,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Glenn,California,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Marquette,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hamilton,Florida,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pike,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Monroe,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Shelby,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Colonial Heights,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fentress,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Catahoula,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Saint Francis,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Alpena,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Taylor,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Holmes,Florida,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Adair,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lamb,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clark,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Iredell,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Navajo,Arizona,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Norfolk,Virginia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Wood,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Muskegon,Michigan,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Wilson,Tennessee,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Cleveland,Oklahoma,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Delaware,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Cowlitz,Washington,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Fayette,Kentucky,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Morgan,Alabama,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Stafford,Virginia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Thurston,Washington,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Eaton,Michigan,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Oneida,New York,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Robeson,North Carolina,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Fayette,Kentucky,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Madera,California,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Harnett,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Monroe,Michigan,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Skagit,Washington,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Kent,Delaware,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Marin,California,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Charlotte,Florida,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Osceola,Florida,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Trumbull,Ohio,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Thurston,Washington,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Buncombe,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Chatham,Georgia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Hamilton,Indiana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Jackson,Michigan,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Weber,Utah,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Caddo,Louisiana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Muskegon,Michigan,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Ashtabula,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
DeKalb,Illinois,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Maui,Hawaii,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Elkhart,Indiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Montgomery,Alabama,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Boone,Missouri,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Johnson,Indiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Kenton,Kentucky,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Montgomery,Tennessee,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Terrebonne,Louisiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Humboldt,California,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Beaver,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Sandoval,New Mexico,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
McLennan,Texas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Imperial,California,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Woodbury,Iowa,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Cumberland,New Jersey,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Harford,Maryland,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Charles,Maryland,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Indian River,Florida,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Cache,Utah,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Carroll,Maryland,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
St. Clair,Illinois,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Saline,Arkansas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Lebanon,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
La Crosse,Wisconsin,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Tazewell,Illinois,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Merced,California,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
St. Joseph,Indiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Tazewell,Illinois,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Fayette,Pennsylvania,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Kanawha,West Virginia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Gregg,Texas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Schenectady,New York,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Clark,Indiana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Merced,California,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Santa Cruz,California,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Aiken,South Carolina,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Schuylkill,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Kendall,Illinois,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Jackson,Mississippi,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Dona Ana,New Mexico,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Winnebago,Wisconsin,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Jackson,Oregon,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Henderson,North Carolina,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
DeKalb,Illinois,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Lycoming,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Clark,Ohio,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Spotsylvania,Virginia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Baldwin,Alabama,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
York,South Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Erie,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Faulkner,Arkansas,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Cumberland,New Jersey,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Coweta,Georgia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Brown,Wisconsin,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Hunterdon,New Jersey,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Ouachita,Louisiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Fairfield,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Clayton,Georgia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Licking,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Caddo,Louisiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Cumberland,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Cecil,Maryland,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Cleveland,Oklahoma,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Smith,Texas,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Rankin,Mississippi,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Hernando,Florida,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Missoula,Montana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Ector,Texas,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Monroe,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Randolph,North Carolina,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Kings,California,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Calhoun,Michigan,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Chautauqua,New York,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Jackson,Oregon,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Bay,Florida,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Douglas,Oregon,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Yellowstone,Montana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Kankakee,Illinois,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Brunswick,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Lexington,South Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Portage,Ohio,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Hendricks,Indiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Lackawanna,Pennsylvania,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
York,South Carolina,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Guadalupe,Texas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Mahoning,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Bibb,Georgia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Blount,Tennessee,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Washington,Maryland,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Cowlitz,Washington,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
St. Joseph,Indiana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Madison,Illinois,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Hall,Georgia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Yakima,Washington,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Johnson,Iowa,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Sebastian,Arkansas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Atlantic,New Jersey,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Yavapai,Arizona,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Rankin,Mississippi,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Hamilton,Indiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Johnson,Iowa,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Sussex,Delaware,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Kenosha,Wisconsin,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Douglas,Georgia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Ingham,Michigan,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Newport News,Virginia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Sumner,Tennessee,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Mohave,Arizona,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Calcasieu,Louisiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
St. Mary's,Maryland,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Sebastian,Arkansas,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Richmond,Georgia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Howard,Maryland,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Alachua,Florida,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Kendall,Illinois,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Forsyth,Georgia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Alexandria,Virginia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Clarke,Georgia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Jackson,Mississippi,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Alexandria,Virginia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Dauphin,Pennsylvania,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Madison,Indiana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Wayne,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Bay,Florida,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Bay,Michigan,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Santa Cruz,California,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Benton,Washington,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
St. Mary's,Maryland,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Parker,Texas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Kanawha,West Virginia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Franklin,Missouri,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Comanche,Oklahoma,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Alamance,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Tangipahoa,Louisiana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Potter,Texas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Shasta,California,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Spartanburg,South Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Benton,Washington,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Warren,Kentucky,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Boulder,Colorado,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Lowndes,Georgia,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Pickens,South Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Berkeley,South Carolina,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Montgomery,Alabama,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Catawba,North Carolina,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Sangamon,Illinois,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Catawba,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Osceola,Florida,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Champaign,Illinois,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Oneida,New York,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Henry,Georgia,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Davidson,North Carolina,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Allen,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Kings,California,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Randall,Texas,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Kankakee,Illinois,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Portage,Ohio,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Jasper,Missouri,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Lee,Alabama,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Madison,Indiana,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Livingston,Michigan,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Jasper,Missouri,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Terrebonne,Louisiana,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
Livingston,Michigan,Republican,"100 - 300 tyś",7198543,4803018,Republikanie
Napa,California,Democrat,"100 - 300 tyś",7198543,4803018,Republikanie
