"county","state","party","wielkość_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Greene,Indiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Knox,Kentucky,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Marion,Iowa,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Warren,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Santa Cruz,Arizona,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Wood,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Queen Anne's,Maryland,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Delaware,Oklahoma,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Susquehanna,Pennsylvania,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Pasquotank,North Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Hancock,West Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Kittitas,Washington,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Jasper,Indiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Butler,Missouri,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Erath,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Marshall,Indiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Newberry,South Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Adams,Nebraska,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Brookings,South Dakota,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Howard,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Highland,Ohio,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Coffee,Alabama,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Cheatham,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Columbia,Oregon,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lawrence,Missouri,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Hot Spring,Arkansas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Queen Anne's,Maryland,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Barron,Wisconsin,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lincoln,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Brookings,South Dakota,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Pittsburg,Oklahoma,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Franklin,Kentucky,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Franklin,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Whitman,Washington,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Kleberg,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lamar,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Lafayette,Missouri,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Clinton,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Preston,West Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Amador,California,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Brown,South Dakota,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Chester,South Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Crawford,Ohio,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Garrett,Maryland,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lincoln,Oregon,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Seneca,New York,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Pontotoc,Oklahoma,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Dickson,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Marshall,Mississippi,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Cheatham,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Hopkins,Kentucky,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Gadsden,Florida,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lawrence,Missouri,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Titus,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lawrence,Alabama,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Kendall,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Wayne,Georgia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Fulton,Ohio,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Miami,Indiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Franklin,Alabama,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Macoupin,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Tioga,Pennsylvania,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Panola,Mississippi,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Bureau,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Ottawa,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Scott,Missouri,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Emmet,Michigan,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
McKean,Pennsylvania,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Chesterfield,South Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Clark,Kentucky,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Henry,Indiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Marshall,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Warren,Pennsylvania,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
St. Bernard,Louisiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Manassas,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Knox,Indiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Pettis,Missouri,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Knox,Indiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Warren,Mississippi,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Dodge,Nebraska,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Brown,Ohio,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Adams,Nebraska,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lincoln,Oklahoma,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Habersham,Georgia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Cocke,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Bladen,North Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Accomack,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Matagorda,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Brown,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Brown,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Clinton,Ohio,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Coshocton,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Okeechobee,Florida,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Sanilac,Michigan,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Greene,Arkansas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Highland,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Elko,Nevada,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
McDowell,North Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
LaClede,Missouri,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Greenup,Kentucky,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Clinton,Iowa,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Oneida,Wisconsin,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
DeSoto,Florida,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Dyer,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Bolivar,Mississippi,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Henry,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Silver Bow,Montana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Livingston,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Holmes,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Osage,Oklahoma,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Chester,South Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Monroe,Mississippi,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Wapello,Iowa,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Manassas,Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Fremont,Wyoming,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Newberry,South Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Polk,Wisconsin,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Halifax,Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Uintah,Utah,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Baldwin,Georgia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Greenbrier,West Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Tallapoosa,Alabama,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Newaygo,Michigan,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Delaware,Oklahoma,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
McDowell,North Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Schoharie,New York,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Wilson,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Henderson,Kentucky,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Barron,Wisconsin,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Defiance,Ohio,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Wise,Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Macon,North Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Accomack,Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Christian,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Burnet,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Oconee,Georgia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lincoln,Louisiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Rio Arriba,New Mexico,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Muscatine,Iowa,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Beaufort,North Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Vance,North Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Shelby,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Colquitt,Georgia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Lassen,California,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Garrett,Maryland,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Monroe,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Ravalli,Montana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Loudon,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Mercer,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Christian,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Shelby,Indiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Gibson,Indiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Chilton,Alabama,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
DeSoto,Florida,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Hoke,North Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Monroe,Wisconsin,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Guernsey,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Polk,Wisconsin,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Mississippi,Arkansas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lincoln,Oregon,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Franklin,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Gadsden,Florida,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Dillon,South Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Okanogan,Washington,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Effingham,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Jim Wells,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Webster,Louisiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Caldwell,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Wayne,West Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Cherokee,Oklahoma,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Monroe,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
McKean,Pennsylvania,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Calaveras,California,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Tift,Georgia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Chippewa,Michigan,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Tift,Georgia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Crawford,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Box Elder,Utah,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Fayette,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Jefferson,Pennsylvania,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Cocke,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Marshall,Iowa,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Newaygo,Michigan,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Dunn,Wisconsin,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Brown,South Dakota,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Alcorn,Mississippi,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Loudon,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Logan,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Gibson,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Polk,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Calloway,Kentucky,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Warren,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Marion,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Panola,Mississippi,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Mecklenburg,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Webster,Iowa,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Petersburg,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Covington,Alabama,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Talbot,Maryland,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Logan,Ohio,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Rhea,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Logan,West Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Stephens,Oklahoma,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Randolph,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Kleberg,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Whitman,Washington,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Webster,Iowa,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Stevens,Washington,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Clinton,Pennsylvania,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Hale,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Marion,Alabama,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Pontotoc,Oklahoma,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Atascosa,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Putnam,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Fayette,West Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Talbot,Maryland,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Tazewell,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Brown,Ohio,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lincoln,South Dakota,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Hancock,Mississippi,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Huntingdon,Pennsylvania,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Sweetwater,Wyoming,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Chilton,Alabama,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Nye,Nevada,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Botetourt,Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Polk,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Graves,Kentucky,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Iberville,Louisiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Bingham,Idaho,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Clarion,Pennsylvania,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Noble,Indiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Wood,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Yadkin,North Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Hancock,West Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Hendry,Florida,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Henry,Indiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Kittitas,Washington,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Huntingdon,Pennsylvania,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Kerr,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Wharton,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Pettis,Missouri,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Montgomery,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Daviess,Indiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Oconto,Wisconsin,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Livingston,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Okeechobee,Florida,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Barry,Missouri,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Bryan,Oklahoma,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Campbell,Tennessee,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Colleton,South Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Marshall,West Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Richmond,North Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Orange,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Nye,Nevada,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Lincoln,South Dakota,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Waller,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Mecklenburg,Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Marion,Illinois,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Boyd,Kentucky,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
McDonough,Illinois,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Beauregard,Louisiana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Boone,Arkansas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Union,Arkansas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Macon,North Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Siskiyou,California,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Amador,California,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Cerro Gordo,Iowa,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Transylvania,North Carolina,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Mecosta,Michigan,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Delta,Michigan,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Botetourt,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Osage,Oklahoma,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Pike,Mississippi,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Levy,Florida,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Wapello,Iowa,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Greene,New York,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
McClain,Oklahoma,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Avoyelles,Louisiana,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Ravalli,Montana,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Campbell,Tennessee,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Camden,Missouri,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Chambers,Alabama,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Des Moines,Iowa,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Wakulla,Florida,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Gloucester,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Malheur,Oregon,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Scott,Kentucky,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Danville,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Houghton,Michigan,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Elk,Pennsylvania,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Whitley,Kentucky,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Iron,Utah,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Cortland,New York,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Chambers,Texas,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Charlottesville,Virginia,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Wise,Virginia,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Douglas,Washington,Republican,"30 - 50 tyś",2130603,1083642,Republikanie
Schoharie,New York,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Bee,Texas,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Person,North Carolina,Democrat,"30 - 50 tyś",2130603,1083642,Republikanie
Creek,Oklahoma,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Kosciusko,Indiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Pulaski,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cumberland,Tennessee,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Campbell,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Livingston,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Boone,Illinois,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Harrison,West Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Walker,Alabama,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Columbus,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Crittenden,Arkansas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Jefferson,Tennessee,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Platte,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Chemung,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Mercer,West Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lake,California,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Bulloch,Georgia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Roanoke City,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Chippewa,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Christian,Missouri,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Cherokee,South Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
White,Arkansas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Stanly,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Cattaraugus,New York,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Coles,Illinois,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Montgomery,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Herkimer,New York,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Barry,Michigan,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Henry,Virginia,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Gallatin,Montana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Kershaw,South Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Hancock,Indiana,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Lee,North Carolina,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Nacogdoches,Texas,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Iberia,Louisiana,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Lauderdale,Alabama,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Bannock,Idaho,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Eau Claire,Wisconsin,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Geauga,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Hancock,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Kauai,Hawaii,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Allegany,Maryland,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Crawford,Arkansas,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Barry,Michigan,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Ross,Ohio,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Burke,North Carolina,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Worcester,Maryland,Democrat,"50 - 100 tyś",3476585,1859293,Republikanie
Hamblen,Tennessee,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
Frederick,Virginia,Republican,"50 - 100 tyś",3476585,1859293,Republikanie
